region,iso3,area_id,kp,indicator,median,lower,upper
WCA,GMB,GMB_1_1ng,FSW,pse_prop,0.00952638308972185,0.002203541607720919,0.04309569399891608
WCA,GMB,GMB_1_2xt,FSW,pse_prop,0.009926774585343714,0.002159286223333594,0.04594110369140996
WCA,GMB,GMB_1_3ic,FSW,pse_prop,0.01013788332185923,0.002281998956951662,0.04942816216877439
WCA,GMB,GMB_1_4ui,FSW,pse_prop,0.00977246499064514,0.0020972832428661488,0.04894849660747313
WCA,GMB,GMB_1_5mz,FSW,pse_prop,0.014421588495993481,0.0038639839306324037,0.06416992802845914
WCA,GMB,GMB_1_1ng,MSM,pse_prop,0.004909122192467096,0.0014628653594974835,0.01730110941597555
WCA,GMB,GMB_1_2xt,MSM,pse_prop,0.004916766936338156,0.0012962823206916115,0.020648723907881906
WCA,GMB,GMB_1_3ic,MSM,pse_prop,0.005188639242528411,0.0014941283383892473,0.017134235922332052
WCA,GMB,GMB_1_4ui,MSM,pse_prop,0.004978417899793941,0.0015026397978409318,0.019513367040723904
WCA,GMB,GMB_1_5mz,MSM,pse_prop,0.007638795246531565,0.0023894342141988216,0.0288856916739283
WCA,GMB,GMB_1_1ng,PWID,pse_prop,0.0019505197397414894,3.142594898803878e-4,0.015216630227638674
WCA,GMB,GMB_1_2xt,PWID,pse_prop,0.0020437280396410386,2.8198937123957875e-4,0.016924001985405123
WCA,GMB,GMB_1_3ic,PWID,pse_prop,0.002070711883019668,2.973209967166038e-4,0.015609816299153027
WCA,GMB,GMB_1_4ui,PWID,pse_prop,0.0021242433133228794,2.8091052708386347e-4,0.017615350815959423
WCA,GMB,GMB_1_5mz,PWID,pse_prop,0.0028786199121016995,3.935475668015026e-4,0.024113068100455107
WCA,GMB,GMB_1_1ng,TGW,pse_prop,9.132686078305373e-4,6.175822716920913e-5,0.01197297061645752
WCA,GMB,GMB_1_2xt,TGW,pse_prop,9.532924275538746e-4,5.1724932565679506e-5,0.014128614576156615
WCA,GMB,GMB_1_3ic,TGW,pse_prop,9.570945188853988e-4,5.949927668346575e-5,0.017076636173466296
WCA,GMB,GMB_1_4ui,TGW,pse_prop,9.27820839371191e-4,5.562055805830037e-5,0.01820942340781353
WCA,GMB,GMB_1_5mz,TGW,pse_prop,0.0013693992182149377,7.457467561038015e-5,0.025111706798492974
