iso3,area_id,kp,median,lower,upper
GMB,GMB_1_1ng,FSW,0.12303853130544302,0.05551968461711479,0.23295750099402024
GMB,GMB_1_2xt,FSW,0.12367433293941647,0.054444880103823576,0.24717925390477874
GMB,GMB_1_3ic,FSW,0.11662427778800236,0.052888305285466786,0.2386398260443503
GMB,GMB_1_4ui,FSW,0.11406499228312073,0.043435707681408885,0.23813717922629482
GMB,GMB_1_5mz,FSW,0.12283348195788872,0.05960619266769545,0.22438866927086717
GMB,GMB_1_1ng,PWID,0.05078541593411714,0.011956986700400869,0.20023088654590968
GMB,GMB_1_2xt,PWID,0.05295080528559904,0.011473666423823869,0.21915179171341168
GMB,GMB_1_3ic,PWID,0.05052879325294011,0.012099960522004335,0.1901623037559604
GMB,GMB_1_4ui,PWID,0.04890784023808872,0.010979648511098394,0.19655879092634967
GMB,GMB_1_5mz,PWID,0.050862468505785643,0.011673223833924898,0.20310983939364835
GMB,GMB_1_1ng,MSM,0.1698747601052196,0.07195514525824663,0.3564887066985389
GMB,GMB_1_2xt,MSM,0.17884454598694963,0.07682724373627131,0.37699667783427554
GMB,GMB_1_3ic,MSM,0.1803810121689627,0.0822772794263588,0.38263565452951376
GMB,GMB_1_4ui,MSM,0.14187335377980712,0.04656458525487475,0.366126325577501
GMB,GMB_1_5mz,MSM,0.18044630765807992,0.11195640766801077,0.28667591199841636
GMB,GMB_1_1ng,TGW,0.2037183091175867,0.08752860414483996,0.4210597783633745
GMB,GMB_1_2xt,TGW,0.20893052005230606,0.09207271237684576,0.43067743329667213
GMB,GMB_1_3ic,TGW,0.21754313063346697,0.10013854511958224,0.44174758777049733
GMB,GMB_1_4ui,TGW,0.1733922119803089,0.05862297649839285,0.43416210213615036
GMB,GMB_1_5mz,TGW,0.21215102024941154,0.12320893893160803,0.33854916867408286
