yob,iso3,sex,lambda,skew,shape
1950,TGO,male,0.04911534948510661,1.0478897614504963,9.302525812676757
1951,TGO,male,0.04911182778475972,1.0478897614504963,9.302525812676757
1952,TGO,male,0.04917120597726036,1.0478897614504963,9.302525812676757
1953,TGO,male,0.049137902220883975,1.0478897614504963,9.302525812676757
1954,TGO,male,0.04924673230464162,1.0478897614504963,9.302525812676757
1955,TGO,male,0.0492810851312703,1.0478897614504963,9.302525812676757
1956,TGO,male,0.0494745230209136,1.0478897614504963,9.302525812676757
1957,TGO,male,0.04933679518872066,1.0478897614504963,9.302525812676757
1958,TGO,male,0.049536032581759315,1.0478897614504963,9.302525812676757
1959,TGO,male,0.04949845800309394,1.0478897614504963,9.302525812676757
1960,TGO,male,0.04955180024057829,1.0478897614504963,9.302525812676757
1961,TGO,male,0.04967016633869134,1.0478897614504963,9.302525812676757
1962,TGO,male,0.049706329817654486,1.0478897614504963,9.302525812676757
1963,TGO,male,0.0498864720050121,1.0478897614504963,9.302525812676757
1964,TGO,male,0.05014108763722071,1.0478897614504963,9.302525812676757
1965,TGO,male,0.05010883631448721,1.0478897614504963,9.302525812676757
1966,TGO,male,0.05020472605467871,1.0478897614504963,9.302525812676757
1967,TGO,male,0.050375951063195916,1.0478897614504963,9.302525812676757
1968,TGO,male,0.05051083555384156,1.0478897614504963,9.302525812676757
1969,TGO,male,0.05042833098937517,1.0478897614504963,9.302525812676757
1970,TGO,male,0.05076207814765881,1.0478897614504963,9.302525812676757
1971,TGO,male,0.05051600570738152,1.0478897614504963,9.302525812676757
1972,TGO,male,0.05092536868306715,1.0478897614504963,9.302525812676757
1973,TGO,male,0.050922773815676656,1.0478897614504963,9.302525812676757
1974,TGO,male,0.050965232577871666,1.0478897614504963,9.302525812676757
1975,TGO,male,0.05120419182995179,1.0478897614504963,9.302525812676757
1976,TGO,male,0.0513023541511603,1.0478897614504963,9.302525812676757
1977,TGO,male,0.0513721928327403,1.0478897614504963,9.302525812676757
1978,TGO,male,0.05153398778380665,1.0478897614504963,9.302525812676757
1979,TGO,male,0.05162127359128217,1.0478897614504963,9.302525812676757
1980,TGO,male,0.05187051772023003,1.0478897614504963,9.302525812676757
1981,TGO,male,0.05169339020624792,1.0478897614504963,9.302525812676757
