iso3,area_id,kp,median,lower,upper
AGO,AGO_1_1cl,FSW,0.11411162684950482,0.050613390867672185,0.23711550313884897
AGO,AGO_1_2bo,FSW,0.11072882657250467,0.05306812347408799,0.21223114598533266
AGO,AGO_1_3hv,FSW,0.1285860622808747,0.0651641020498054,0.22814663217807285
AGO,AGO_1_4pd,FSW,0.09513466554954092,0.042960341995103755,0.19483564948944093
AGO,AGO_1_5zb,FSW,0.19224195971300354,0.10740759841019758,0.30313843159676124
AGO,AGO_1_6ih,FSW,0.12891448044463102,0.06440044712973807,0.2523053053227524
AGO,AGO_1_7nw,FSW,0.08596080171096822,0.03936144304927956,0.16776899923594218
AGO,AGO_1_8ql,FSW,0.17014479790272485,0.08941235262355948,0.28552305985287546
AGO,AGO_1_9rq,FSW,0.09653981227175078,0.04521863649139457,0.1973167605796706
AGO,AGO_1_10wp,FSW,0.09127158400583586,0.04295036268957726,0.17328829029884107
AGO,AGO_1_11tw,FSW,0.13379347587994211,0.062005894939093205,0.2551226241653835
AGO,AGO_1_12sy,FSW,0.23627411073567442,0.12238462696638547,0.38758066375022276
AGO,AGO_1_13sz,FSW,0.24792382821857453,0.13393836803640347,0.4004849339521871
AGO,AGO_1_14jw,FSW,0.1303130381317238,0.06312290051150642,0.23506349481072197
AGO,AGO_1_15wo,FSW,0.2254954299394314,0.12429825736356793,0.3710421736791685
AGO,AGO_1_16rk,FSW,0.10852112217576217,0.05217760550368163,0.20507107458107593
AGO,AGO_1_17bv,FSW,0.09022490340675281,0.042039852023397405,0.1729592015801363
AGO,AGO_1_18bk,FSW,0.06280445229916785,0.02820930225740571,0.12994901124216185
AGO,AGO_1_1cl,PWID,0.15418430429139288,0.05288374197755445,0.38024813451893974
AGO,AGO_1_2bo,PWID,0.15888201962312326,0.05758049244736595,0.37998863543733324
AGO,AGO_1_3hv,PWID,0.15809669952337496,0.062246872642280925,0.362681889689287
AGO,AGO_1_4pd,PWID,0.13867302691807845,0.04988983332696278,0.3746369800060887
AGO,AGO_1_5zb,PWID,0.18299365048580402,0.07937992710080281,0.3942302619863493
AGO,AGO_1_6ih,PWID,0.16326133672052737,0.06215246054175657,0.4012384989080804
AGO,AGO_1_7nw,PWID,0.13462790608873929,0.0488601326433451,0.3704711947799488
AGO,AGO_1_8ql,PWID,0.19522071230819077,0.07771500335154485,0.41636140575562863
AGO,AGO_1_9rq,PWID,0.1419134693803513,0.04780665384456634,0.38477437972300926
