yob,iso3,sex,lambda,skew,shape
1950,GIN,male,0.06225354009672518,1.5736130172236975,7.778493661359514
1951,GIN,male,0.062377556349709845,1.5736130172236975,7.778493661359514
1952,GIN,male,0.06259807224878891,1.5736130172236975,7.778493661359514
1953,GIN,male,0.06266551423698391,1.5736130172236975,7.778493661359514
1954,GIN,male,0.06288981029562858,1.5736130172236975,7.778493661359514
1955,GIN,male,0.06297937769621018,1.5736130172236975,7.778493661359514
1956,GIN,male,0.06329992292687622,1.5736130172236975,7.778493661359514
1957,GIN,male,0.0631486248666966,1.5736130172236975,7.778493661359514
1958,GIN,male,0.06343562243789684,1.5736130172236975,7.778493661359514
1959,GIN,male,0.06333070956096007,1.5736130172236975,7.778493661359514
1960,GIN,male,0.06328846493555329,1.5736130172236975,7.778493661359514
1961,GIN,male,0.06337565309019072,1.5736130172236975,7.778493661359514
1962,GIN,male,0.06330695753327166,1.5736130172236975,7.778493661359514
1963,GIN,male,0.06334801122608874,1.5736130172236975,7.778493661359514
1964,GIN,male,0.06350454274999653,1.5736130172236975,7.778493661359514
1965,GIN,male,0.06322333597352825,1.5736130172236975,7.778493661359514
1966,GIN,male,0.0631501559878069,1.5736130172236975,7.778493661359514
1967,GIN,male,0.06314864328245459,1.5736130172236975,7.778493661359514
1968,GIN,male,0.06310094328771122,1.5736130172236975,7.778493661359514
1969,GIN,male,0.06275730625131282,1.5736130172236975,7.778493661359514
1970,GIN,male,0.06293294909069941,1.5736130172236975,7.778493661359514
1971,GIN,male,0.06233724887187149,1.5736130172236975,7.778493661359514
1972,GIN,male,0.06261228237911737,1.5736130172236975,7.778493661359514
1973,GIN,male,0.06235980524746081,1.5736130172236975,7.778493661359514
1974,GIN,male,0.06215724551789058,1.5736130172236975,7.778493661359514
1975,GIN,male,0.06213499087293871,1.5736130172236975,7.778493661359514
1976,GIN,male,0.06189193820178547,1.5736130172236975,7.778493661359514
1977,GIN,male,0.061610440608999194,1.5736130172236975,7.778493661359514
1978,GIN,male,0.06147879929232973,1.5736130172236975,7.778493661359514
1979,GIN,male,0.06121408373854116,1.5736130172236975,7.778493661359514
1980,GIN,male,0.06108912051958461,1.5736130172236975,7.778493661359514
1981,GIN,male,0.060496418186554726,1.5736130172236975,7.778493661359514
1982,GIN,male,0.0603708247796712,1.5736130172236975,7.778493661359514
1983,GIN,male,0.06003697665392615,1.5736130172236975,7.778493661359514
1984,GIN,male,0.05985751775441002,1.5736130172236975,7.778493661359514
1985,GIN,male,0.05948547071790532,1.5736130172236975,7.778493661359514
1986,GIN,male,0.0590788320102012,1.5736130172236975,7.778493661359514
1987,GIN,male,0.058531396674566104,1.5736130172236975,7.778493661359514
1988,GIN,male,0.058055418434620025,1.5736130172236975,7.778493661359514
1989,GIN,male,0.057813471550637374,1.5736130172236975,7.778493661359514
1990,GIN,male,0.057242713996436066,1.5736130172236975,7.778493661359514
1991,GIN,male,0.056691784582746985,1.5736130172236975,7.778493661359514
1992,GIN,male,0.05639942044538396,1.5736130172236975,7.778493661359514
1993,GIN,male,0.05589334852629875,1.5736130172236975,7.778493661359514
1994,GIN,male,0.055556460703213205,1.5736130172236975,7.778493661359514
1995,GIN,male,0.0552142461841061,1.5736130172236975,7.778493661359514
1996,GIN,male,0.054761699091155566,1.5736130172236975,7.778493661359514
1997,GIN,male,0.05443828274707551,1.5736130172236975,7.778493661359514
1998,GIN,male,0.05424034802190355,1.5736130172236975,7.778493661359514
1999,GIN,male,0.05384591347115647,1.5736130172236975,7.778493661359514
2000,GIN,male,0.053371896501127954,1.5736130172236975,7.778493661359514
2001,GIN,male,0.05299124600209593,1.5736130172236975,7.778493661359514
2002,GIN,male,0.05266443577225064,1.5736130172236975,7.778493661359514
2003,GIN,male,0.05251726753690357,1.5736130172236975,7.778493661359514
2004,GIN,male,0.052398630678466396,1.5736130172236975,7.778493661359514
2005,GIN,male,0.05235418944822317,1.5736130172236975,7.778493661359514
1950,GIN,female,0.07642618945151083,2.450235313785793,8.409749785058999
1951,GIN,female,0.07640712750423939,2.450235313785793,8.409749785058999
1952,GIN,female,0.0761241374595416,2.450235313785793,8.409749785058999
1953,GIN,female,0.07607992592438098,2.450235313785793,8.409749785058999
1954,GIN,female,0.07571985555448044,2.450235313785793,8.409749785058999
1955,GIN,female,0.07567114045865578,2.450235313785793,8.409749785058999
1956,GIN,female,0.07515141614561219,2.450235313785793,8.409749785058999
1957,GIN,female,0.07513966574034756,2.450235313785793,8.409749785058999
1958,GIN,female,0.07460840270273139,2.450235313785793,8.409749785058999
1959,GIN,female,0.07414038704595274,2.450235313785793,8.409749785058999
1960,GIN,female,0.07357849017162454,2.450235313785793,8.409749785058999
1961,GIN,female,0.07331716831265256,2.450235313785793,8.409749785058999
1962,GIN,female,0.07303294190219345,2.450235313785793,8.409749785058999
1963,GIN,female,0.07284267529931446,2.450235313785793,8.409749785058999
1964,GIN,female,0.07268960999345622,2.450235313785793,8.409749785058999
1965,GIN,female,0.07261412709079887,2.450235313785793,8.409749785058999
1966,GIN,female,0.07281690460648019,2.450235313785793,8.409749785058999
1967,GIN,female,0.07280493117344924,2.450235313785793,8.409749785058999
1968,GIN,female,0.07277140794853412,2.450235313785793,8.409749785058999
1969,GIN,female,0.07262130262752531,2.450235313785793,8.409749785058999
1970,GIN,female,0.07242935618097317,2.450235313785793,8.409749785058999
1971,GIN,female,0.07216779179713134,2.450235313785793,8.409749785058999
1972,GIN,female,0.07194259586294113,2.450235313785793,8.409749785058999
1973,GIN,female,0.07171498059085427,2.450235313785793,8.409749785058999
1974,GIN,female,0.07155782285706117,2.450235313785793,8.409749785058999
1975,GIN,female,0.07143012588386667,2.450235313785793,8.409749785058999
1976,GIN,female,0.07121371119956887,2.450235313785793,8.409749785058999
1977,GIN,female,0.07116578423439393,2.450235313785793,8.409749785058999
1978,GIN,female,0.07121761772192692,2.450235313785793,8.409749785058999
1979,GIN,female,0.07097067441186466,2.450235313785793,8.409749785058999
1980,GIN,female,0.07089180320558526,2.450235313785793,8.409749785058999
1981,GIN,female,0.07043154310863563,2.450235313785793,8.409749785058999
1982,GIN,female,0.0701701783204161,2.450235313785793,8.409749785058999
1983,GIN,female,0.06991433468285596,2.450235313785793,8.409749785058999
1984,GIN,female,0.06963116176608433,2.450235313785793,8.409749785058999
1985,GIN,female,0.06951688439628881,2.450235313785793,8.409749785058999
1986,GIN,female,0.06925682349397402,2.450235313785793,8.409749785058999
1987,GIN,female,0.06899701219362178,2.450235313785793,8.409749785058999
1988,GIN,female,0.06907622512488719,2.450235313785793,8.409749785058999
1989,GIN,female,0.06874408103519922,2.450235313785793,8.409749785058999
1990,GIN,female,0.0688930739228785,2.450235313785793,8.409749785058999
1991,GIN,female,0.06874984172738505,2.450235313785793,8.409749785058999
1992,GIN,female,0.06887071484523344,2.450235313785793,8.409749785058999
1993,GIN,female,0.06875246996450834,2.450235313785793,8.409749785058999
1994,GIN,female,0.06861264093840994,2.450235313785793,8.409749785058999
1995,GIN,female,0.06856062107087685,2.450235313785793,8.409749785058999
1996,GIN,female,0.06827959561880076,2.450235313785793,8.409749785058999
1997,GIN,female,0.06790900022457388,2.450235313785793,8.409749785058999
1998,GIN,female,0.06744026210041051,2.450235313785793,8.409749785058999
1999,GIN,female,0.06692639619676488,2.450235313785793,8.409749785058999
2000,GIN,female,0.0661694158864885,2.450235313785793,8.409749785058999
2001,GIN,female,0.0654673681397486,2.450235313785793,8.409749785058999
2002,GIN,female,0.06479894078659171,2.450235313785793,8.409749785058999
2003,GIN,female,0.06417294831491537,2.450235313785793,8.409749785058999
2004,GIN,female,0.06382625917344306,2.450235313785793,8.409749785058999
2005,GIN,female,0.0635241673639627,2.450235313785793,8.409749785058999
