yob,iso3,sex,lambda,skew,shape
1950,UGA,male,0.056943814477212376,1.1711080113925514,9.268195371930426
1951,UGA,male,0.05694169002151204,1.1711080113925514,9.268195371930426
1952,UGA,male,0.0570554006827192,1.1711080113925514,9.268195371930426
1953,UGA,male,0.05697339593832912,1.1711080113925514,9.268195371930426
1954,UGA,male,0.05705883446661765,1.1711080113925514,9.268195371930426
1955,UGA,male,0.057021820698862434,1.1711080113925514,9.268195371930426
1956,UGA,male,0.05722280886671646,1.1711080113925514,9.268195371930426
1957,UGA,male,0.05702602091643416,1.1711080113925514,9.268195371930426
1958,UGA,male,0.05721097363262552,1.1711080113925514,9.268195371930426
1959,UGA,male,0.05708825923662067,1.1711080113925514,9.268195371930426
1960,UGA,male,0.057075248867679576,1.1711080113925514,9.268195371930426
1961,UGA,male,0.05720243417131184,1.1711080113925514,9.268195371930426
1962,UGA,male,0.05715778739818686,1.1711080113925514,9.268195371930426
1963,UGA,male,0.05727898646651078,1.1711080113925514,9.268195371930426
1964,UGA,male,0.05751862705277208,1.1711080113925514,9.268195371930426
1965,UGA,male,0.057354630736719245,1.1711080113925514,9.268195371930426
1966,UGA,male,0.05735218100760211,1.1711080113925514,9.268195371930426
1967,UGA,male,0.057440195119786194,1.1711080113925514,9.268195371930426
1968,UGA,male,0.05747522846541159,1.1711080113925514,9.268195371930426
1969,UGA,male,0.0572650767179875,1.1711080113925514,9.268195371930426
1970,UGA,male,0.05749554027796816,1.1711080113925514,9.268195371930426
1971,UGA,male,0.05699814792989735,1.1711080113925514,9.268195371930426
1972,UGA,male,0.05731193168861863,1.1711080113925514,9.268195371930426
1973,UGA,male,0.05710186067836252,1.1711080113925514,9.268195371930426
1974,UGA,male,0.05691327773963509,1.1711080113925514,9.268195371930426
1975,UGA,male,0.05688665811771705,1.1711080113925514,9.268195371930426
1976,UGA,male,0.0566969239955106,1.1711080113925514,9.268195371930426
1977,UGA,male,0.056481917249893515,1.1711080113925514,9.268195371930426
1978,UGA,male,0.056395282021415555,1.1711080113925514,9.268195371930426
1979,UGA,male,0.05624667296521174,1.1711080113925514,9.268195371930426
1980,UGA,male,0.05623674040305529,1.1711080113925514,9.268195371930426
1981,UGA,male,0.05582234816691091,1.1711080113925514,9.268195371930426
1982,UGA,male,0.05589217825240392,1.1711080113925514,9.268195371930426
1983,UGA,male,0.05581589482031995,1.1711080113925514,9.268195371930426
1984,UGA,male,0.05595177342984846,1.1711080113925514,9.268195371930426
