age_group,propensity,kp
Y015_019,2.697217488486491,FSW
Y020_024,1.648391631871242,FSW
Y025_029,1.3734170416316465,FSW
Y030_034,1.0266937522065847,FSW
Y035_039,0.678863246,FSW
Y040_044,0.4562438398037938,FSW
Y045_049,0.25554104298168767,FSW
Y015_019,2.697217488486491,MSM
Y020_024,1.648391631871242,MSM
Y025_029,1.3734170416316465,MSM
Y030_034,1.0266937522065847,MSM
Y035_039,0.678863246,MSM
Y040_044,0.4562438398037938,MSM
Y045_049,0.25554104298168767,MSM
