"","iso3","survey_id","indicator","area_id","area_name","area_sort_order","year","age_group","estimate_smoothed"
"1","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_CPT","Cape Town MM",11,"2012","Y015_019",0.701974376331647
"2","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_CPT","Cape Town MM",11,"2012","Y015_019",0.0350711723941568
"3","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_CPT","Cape Town MM",11,"2012","Y015_019",0.262954451274196
"4","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_CPT","Cape Town MM",11,"2012","Y020_024",0.253952337467087
"5","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_CPT","Cape Town MM",11,"2012","Y020_024",0.200330779721211
"6","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_CPT","Cape Town MM",11,"2012","Y020_024",0.545716882811702
"7","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_CPT","Cape Town MM",11,"2012","Y025_029",0.156452650662416
"8","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_CPT","Cape Town MM",11,"2012","Y025_029",0.389782334014998
"9","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_CPT","Cape Town MM",11,"2012","Y025_029",0.453765015322585
"10","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_CPT","Cape Town MM",11,"2012","Y030_034",0.142605265063313
"11","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_CPT","Cape Town MM",11,"2012","Y030_034",0.496792158432936
"12","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_CPT","Cape Town MM",11,"2012","Y030_034",0.360602576503751
"13","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_CPT","Cape Town MM",11,"2012","Y035_039",0.134990733009841
"14","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_CPT","Cape Town MM",11,"2012","Y035_039",0.589214619065705
"15","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_CPT","Cape Town MM",11,"2012","Y035_039",0.275794647924453
"16","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_CPT","Cape Town MM",11,"2012","Y040_044",0.164806544413878
"17","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_CPT","Cape Town MM",11,"2012","Y040_044",0.634164501638904
"18","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_CPT","Cape Town MM",11,"2012","Y040_044",0.201028953947218
"19","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_CPT","Cape Town MM",11,"2012","Y045_049",0.232213986912504
"20","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_CPT","Cape Town MM",11,"2012","Y045_049",0.606682006436605
"21","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_CPT","Cape Town MM",11,"2012","Y045_049",0.161104006650891
"22","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_DC1","West Coast DM",12,"2012","Y015_019",0.748057726368926
"23","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_DC1","West Coast DM",12,"2012","Y015_019",0.0256549515001338
"24","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_DC1","West Coast DM",12,"2012","Y015_019",0.22628732213094
"25","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_DC1","West Coast DM",12,"2012","Y020_024",0.306865843979126
"26","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_DC1","West Coast DM",12,"2012","Y020_024",0.164933085240987
"27","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_DC1","West Coast DM",12,"2012","Y020_024",0.528201070779888
"28","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_DC1","West Coast DM",12,"2012","Y025_029",0.199470833619974
"29","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_DC1","West Coast DM",12,"2012","Y025_029",0.337452864493805
"30","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_DC1","West Coast DM",12,"2012","Y025_029",0.463076301886221
"31","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_DC1","West Coast DM",12,"2012","Y030_034",0.185669785758913
"32","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_DC1","West Coast DM",12,"2012","Y030_034",0.438415636159762
"33","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_DC1","West Coast DM",12,"2012","Y030_034",0.375914578081325
"34","ZAF","ZAF2012HSRC","nosex12m","ZAF_2_DC1","West Coast DM",12,"2012","Y035_039",0.178871687801602
"35","ZAF","ZAF2012HSRC","sexcohab","ZAF_2_DC1","West Coast DM",12,"2012","Y035_039",0.528395319832513
"36","ZAF","ZAF2012HSRC","sexnonregplus","ZAF_2_DC1","West Coast DM",12,"2012","Y035_039",0.292732992365885
