iso3,sex,lor_15to29,lor_30to49,srb_group
TZA,female,-0.00868338574214622,0.5509911955779149,nosex12m_id
TZA,female,-0.11783929586696068,-0.4422097518496565,sexcohab_id
TZA,female,0.3786707419399331,0.5598108262409807,sexnonreg_id
TZA,female,NA,NA,sexpaid12m_id
TZA,male,-0.143134227760057,0.1229655863069428,nosex12m_id
TZA,male,-0.1708756411398982,-0.128066798966461,sexcohab_id
TZA,male,0.00703844813791609,0.1581814717617099,sexnonreg_id
TZA,male,NA,NA,sexpaid12m_id
