yob,iso3,sex,lambda,skew,shape
1950,COG,male,0.06057711118447724,1.2087155939165641,9.930322003776103
1951,COG,male,0.060897595977195365,1.2087155939165641,9.930322003776103
1952,COG,male,0.061308890522470474,1.2087155939165641,9.930322003776103
1953,COG,male,0.0615527796177045,1.2087155939165641,9.930322003776103
1954,COG,male,0.06200832245054075,1.2087155939165641,9.930322003776103
1955,COG,male,0.06230755175084744,1.2087155939165641,9.930322003776103
1956,COG,male,0.062915134348965715,1.2087155939165641,9.930322003776103
1957,COG,male,0.06305649114888573,1.2087155939165641,9.930322003776103
1958,COG,male,0.06360914277587301,1.2087155939165641,9.930322003776103
1959,COG,male,0.06375800816183025,1.2087155939165641,9.930322003776103
1960,COG,male,0.06399143669228946,1.2087155939165641,9.930322003776103
1961,COG,male,0.06431822006153194,1.2087155939165641,9.930322003776103
1962,COG,male,0.06446639868887144,1.2087155939165641,9.930322003776103
1963,COG,male,0.06476678431004643,1.2087155939165641,9.930322003776103
1964,COG,male,0.06513412258222051,1.2087155939165641,9.930322003776103
1965,COG,male,0.06505972510616789,1.2087155939165641,9.930322003776103
1966,COG,male,0.06517149841121028,1.2087155939165641,9.930322003776103
1967,COG,male,0.06535893507149576,1.2087155939165641,9.930322003776103
1968,COG,male,0.06547571232162805,1.2087155939165641,9.930322003776103
1969,COG,male,0.06528896838382175,1.2087155939165641,9.930322003776103
1970,COG,male,0.06563432255657425,1.2087155939165641,9.930322003776103
1971,COG,male,0.06516842283303001,1.2087155939165641,9.930322003776103
1972,COG,male,0.06562613524702941,1.2087155939165641,9.930322003776103
1973,COG,male,0.06547612929548327,1.2087155939165641,9.930322003776103
1974,COG,male,0.06533889437167761,1.2087155939165641,9.930322003776103
1975,COG,male,0.06536039497679,1.2087155939165641,9.930322003776103
1976,COG,male,0.06520675713147972,1.2087155939165641,9.930322003776103
1977,COG,male,0.06496285519988701,1.2087155939165641,9.930322003776103
1978,COG,male,0.06485292152681378,1.2087155939165641,9.930322003776103
1979,COG,male,0.06466264848606694,1.2087155939165641,9.930322003776103
1980,COG,male,0.06462247072889563,1.2087155939165641,9.930322003776103
1981,COG,male,0.06408826184775104,1.2087155939165641,9.930322003776103
1982,COG,male,0.0640627863159999,1.2087155939165641,9.930322003776103
1983,COG,male,0.06384761955335139,1.2087155939165641,9.930322003776103
1984,COG,male,0.06379476037551973,1.2087155939165641,9.930322003776103
1985,COG,male,0.06359040650042813,1.2087155939165641,9.930322003776103
1986,COG,male,0.06331185218326234,1.2087155939165641,9.930322003776103
1987,COG,male,0.06294284128529054,1.2087155939165641,9.930322003776103
1988,COG,male,0.06265497607002,1.2087155939165641,9.930322003776103
1989,COG,male,0.0626548371156537,1.2087155939165641,9.930322003776103
1990,COG,male,0.06231313985769697,1.2087155939165641,9.930322003776103
1991,COG,male,0.06199300596320195,1.2087155939165641,9.930322003776103
1992,COG,male,0.06200859238381032,1.2087155939165641,9.930322003776103
1993,COG,male,0.061778239247076205,1.2087155939165641,9.930322003776103
1994,COG,male,0.06167181703352287,1.2087155939165641,9.930322003776103
1995,COG,male,0.061553784750679,1.2087155939165641,9.930322003776103
1996,COG,male,0.06125294672062183,1.2087155939165641,9.930322003776103
1997,COG,male,0.06107368188984756,1.2087155939165641,9.930322003776103
1998,COG,male,0.06098919956225471,1.2087155939165641,9.930322003776103
1999,COG,male,0.06067295851393424,1.2087155939165641,9.930322003776103
2000,COG,male,0.060240952290655715,1.2087155939165641,9.930322003776103
2001,COG,male,0.0598897449397044,1.2087155939165641,9.930322003776103
2002,COG,male,0.059624061329374964,1.2087155939165641,9.930322003776103
2003,COG,male,0.059459179251473045,1.2087155939165641,9.930322003776103
2004,COG,male,0.05941578485017143,1.2087155939165641,9.930322003776103
2005,COG,male,0.059376124405361316,1.2087155939165641,9.930322003776103
1950,COG,female,0.06715249178774688,1.2615468724397085,12.011140991376545
1951,COG,female,0.06718440984611099,1.2615468724397085,12.011140991376545
1952,COG,female,0.06700050315624975,1.2615468724397085,12.011140991376545
1953,COG,female,0.06693957678148035,1.2615468724397085,12.011140991376545
1954,COG,female,0.0667439747925439,1.2615468724397085,12.011140991376545
1955,COG,female,0.06678043390962975,1.2615468724397085,12.011140991376545
1956,COG,female,0.06644290651434073,1.2615468724397085,12.011140991376545
1957,COG,female,0.06653729380627092,1.2615468724397085,12.011140991376545
1958,COG,female,0.06624135732541647,1.2615468724397085,12.011140991376545
1959,COG,female,0.06601814304008374,1.2615468724397085,12.011140991376545
1960,COG,female,0.06569985493819715,1.2615468724397085,12.011140991376545
1961,COG,female,0.0657548443739954,1.2615468724397085,12.011140991376545
1962,COG,female,0.0658232509322369,1.2615468724397085,12.011140991376545
1963,COG,female,0.06591914025894482,1.2615468724397085,12.011140991376545
1964,COG,female,0.06591777108990189,1.2615468724397085,12.011140991376545
1965,COG,female,0.06587368781206407,1.2615468724397085,12.011140991376545
1966,COG,female,0.0660523446088955,1.2615468724397085,12.011140991376545
1967,COG,female,0.06601321937136956,1.2615468724397085,12.011140991376545
1968,COG,female,0.06598851563092853,1.2615468724397085,12.011140991376545
1969,COG,female,0.06592579744748596,1.2615468724397085,12.011140991376545
1970,COG,female,0.06586121590013841,1.2615468724397085,12.011140991376545
1971,COG,female,0.06573164258825835,1.2615468724397085,12.011140991376545
