region,iso3,area_id,kp,indicator,median,lower,upper
WCA,GNB,GNB_1_01kp,FSW,pse_prop,0.013441255331876277,0.0035093535076787478,0.05362092962327268
WCA,GNB,GNB_1_02hq,FSW,pse_prop,0.017035370727827,0.003876781109524185,0.06524404268934177
WCA,GNB,GNB_1_03oh,FSW,pse_prop,0.018112157883892668,0.0038329530500385563,0.07632588661398176
WCA,GNB,GNB_1_04ox,FSW,pse_prop,0.012201299407833172,0.0016819973140273147,0.07611603621494321
WCA,GNB,GNB_1_05rm,FSW,pse_prop,0.012233294632797076,0.0030858219857668352,0.05260104498154955
WCA,GNB,GNB_1_06qb,FSW,pse_prop,0.011834360668646932,0.003045528250879201,0.04884804696744218
WCA,GNB,GNB_1_07iz,FSW,pse_prop,0.012037932892471698,0.0032870491375704674,0.04449521785767971
WCA,GNB,GNB_1_08dg,FSW,pse_prop,0.01154041680631862,0.0023975615569396804,0.05067650839826318
WCA,GNB,GNB_1_09qx,FSW,pse_prop,0.011698295438485145,0.002941019096056328,0.04900179583850671
WCA,GNB,GNB_1_01kp,MSM,pse_prop,0.005173433307543103,0.0019317605234949202,0.01762460560494525
WCA,GNB,GNB_1_02hq,MSM,pse_prop,0.007024164307074816,0.0019095064346399233,0.026390382643136565
WCA,GNB,GNB_1_03oh,MSM,pse_prop,0.007439797062586139,0.0019491041491270077,0.03054396620747813
WCA,GNB,GNB_1_04ox,MSM,pse_prop,0.005096542190549265,8.610188253831161e-4,0.02856822671910312
WCA,GNB,GNB_1_05rm,MSM,pse_prop,0.004927274014708641,0.001547936305023916,0.01869806085640296
WCA,GNB,GNB_1_06qb,MSM,pse_prop,0.004643414576387182,0.0013094959235008502,0.016366771378257143
WCA,GNB,GNB_1_07iz,MSM,pse_prop,0.004974597084671646,0.0015273751784779098,0.01627516572609823
WCA,GNB,GNB_1_08dg,MSM,pse_prop,0.004545815098037446,0.001231898477202426,0.01855139182385348
WCA,GNB,GNB_1_09qx,MSM,pse_prop,0.0045178495400267915,0.0014287629030285127,0.015997980184058472
WCA,GNB,GNB_1_01kp,PWID,pse_prop,0.0023314118375775527,3.8537337593895867e-4,0.01662093819043313
WCA,GNB,GNB_1_02hq,PWID,pse_prop,0.0029135612854749218,3.7768553680693256e-4,0.02951005136816139
WCA,GNB,GNB_1_03oh,PWID,pse_prop,0.0031471138418357014,3.2478917274560436e-4,0.04157261131972301
WCA,GNB,GNB_1_04ox,PWID,pse_prop,0.002061148098939913,1.307322782271118e-4,0.029047136700506637
WCA,GNB,GNB_1_05rm,PWID,pse_prop,0.0020640952352527714,2.7102965323643575e-4,0.015732147513771527
WCA,GNB,GNB_1_06qb,PWID,pse_prop,0.002025224543847619,0.00035044581519324403,0.014592711772507979
WCA,GNB,GNB_1_07iz,PWID,pse_prop,0.0020716812386304476,2.977136312328604e-4,0.015419789633650488
WCA,GNB,GNB_1_08dg,PWID,pse_prop,0.00186153372781967,2.5071678963695885e-4,0.01647990742814823
WCA,GNB,GNB_1_09qx,PWID,pse_prop,0.0019889748891827215,3.074807308861952e-4,0.013150030590456786
WCA,GNB,GNB_1_01kp,TGW,pse_prop,9.95822040062792e-4,7.248256251090887e-5,0.012771675070252042
WCA,GNB,GNB_1_02hq,TGW,pse_prop,0.0012694472384995597,7.888593554472958e-5,0.024305895754437572
WCA,GNB,GNB_1_03oh,TGW,pse_prop,0.0012692147806300507,6.718927227967398e-5,0.02820642917350296
WCA,GNB,GNB_1_04ox,TGW,pse_prop,8.645846369554655e-4,3.01879879281231e-5,0.02754100609538221
WCA,GNB,GNB_1_05rm,TGW,pse_prop,8.886257316400178e-4,5.376719285735207e-5,0.015142293533722718
WCA,GNB,GNB_1_06qb,TGW,pse_prop,8.696636058499592e-4,6.101101416921503e-5,0.011309876151173487
WCA,GNB,GNB_1_07iz,TGW,pse_prop,8.347468478564501e-4,5.9424668994190176e-5,0.012752999040053305
WCA,GNB,GNB_1_08dg,TGW,pse_prop,8.358974464890577e-4,5.177804329284171e-5,0.01313293468518358
WCA,GNB,GNB_1_09qx,TGW,pse_prop,8.062849531443039e-4,6.379031172759493e-5,0.011518405267631218
