iso3,area_id,kp,median,lower,upper,indicator
GNB,GNB_1_01kp,FSW,0.15341598094497755,0.07489988640240497,0.29097624404213335,prevalence
GNB,GNB_1_02hq,FSW,0.1369430661182433,0.06112413739975856,0.28848450649499674,prevalence
GNB,GNB_1_03oh,FSW,0.1479604976851525,0.06544219137325104,0.30572003728169483,prevalence
GNB,GNB_1_04ox,FSW,0.14367054451767408,0.04215078080175798,0.38198414740886216,prevalence
GNB,GNB_1_05rm,FSW,0.13723221347807374,0.06052242614819077,0.2921633873729315,prevalence
GNB,GNB_1_06qb,FSW,0.15200136267645986,0.0792081031930839,0.2888258224160208,prevalence
GNB,GNB_1_07iz,FSW,0.13693479694626662,0.06872445167172887,0.26878634532501583,prevalence
GNB,GNB_1_08dg,FSW,0.15161604792654887,0.06816045673644089,0.31237752975296995,prevalence
GNB,GNB_1_09qx,FSW,0.15397361233133566,0.06940044682326311,0.3039821397549259,prevalence
GNB,GNB_1_01kp,PWID,0.05149694101035209,0.01381015748922559,0.15909996031855742,prevalence
GNB,GNB_1_02hq,PWID,0.05155616958206473,0.01210682252841299,0.17953332180696435,prevalence
GNB,GNB_1_03oh,PWID,0.05208103596067866,0.01056336803042194,0.1802980031820618,prevalence
GNB,GNB_1_04ox,PWID,0.05121419466021625,0.00973911262132697,0.21031585732852903,prevalence
GNB,GNB_1_05rm,PWID,0.05017148299333954,0.0125937862528573,0.15819778632807824,prevalence
GNB,GNB_1_06qb,PWID,0.04819592860789469,0.0142818957551609,0.14811600468791805,prevalence
GNB,GNB_1_07iz,PWID,0.05087580730350088,0.01357694021403002,0.15936421979354976,prevalence
GNB,GNB_1_08dg,PWID,0.05355385507268628,0.01291806283389077,0.17843288234928045,prevalence
GNB,GNB_1_09qx,PWID,0.04978032871813442,0.01455274735212367,0.16001829888209207,prevalence
GNB,GNB_1_01kp,MSM,0.13434305809738456,0.04519893154492248,0.3213573094922825,prevalence
GNB,GNB_1_02hq,MSM,0.15525639960450077,0.05109069308456529,0.3972544550442498,prevalence
GNB,GNB_1_03oh,MSM,0.17805515568294633,0.05791508302707665,0.4151552312398435,prevalence
GNB,GNB_1_04ox,MSM,0.12886527101787906,0.01708789983173949,0.539963182586322,prevalence
GNB,GNB_1_05rm,MSM,0.15246491424293154,0.05148776232926477,0.36008084093956005,prevalence
GNB,GNB_1_06qb,MSM,0.10722145621256143,0.03753084908630873,0.2661384714708185,prevalence
GNB,GNB_1_07iz,MSM,0.14331577799823672,0.05102233128313178,0.2968966206228354,prevalence
GNB,GNB_1_08dg,MSM,0.13606662739375233,0.03859547982461824,0.3813022558981693,prevalence
GNB,GNB_1_09qx,MSM,0.1263713229541949,0.04258077886173023,0.3220150165510797,prevalence
GNB,GNB_1_01kp,TGW,0.15761145103852503,0.05012566584313698,0.3770841838908865,prevalence
GNB,GNB_1_02hq,TGW,0.1840581921305312,0.06030894219434028,0.4542227938255885,prevalence
GNB,GNB_1_03oh,TGW,0.21056285214299927,0.06739880332993992,0.482453278200729,prevalence
GNB,GNB_1_04ox,TGW,0.15772422518176557,0.02144203643118573,0.6154668215722596,prevalence
GNB,GNB_1_05rm,TGW,0.18243158715395347,0.05898426874569885,0.4110950909849281,prevalence
GNB,GNB_1_06qb,TGW,0.13161525255222373,0.04578805012018252,0.32381617902187304,prevalence
GNB,GNB_1_07iz,TGW,0.17362181396839343,0.06040654206010177,0.3580435706654322,prevalence
GNB,GNB_1_08dg,TGW,0.1601168332886543,0.04305672171731258,0.4567131634935756,prevalence
GNB,GNB_1_09qx,TGW,0.14913069094932502,0.04881247322741668,0.3724788658905142,prevalence
GNB,GNB_1_01kp,FSW,0.01344125533187627,0.00350935350767874,0.05362092962327268,pse_prop
GNB,GNB_1_02hq,FSW,0.017035370727827,0.00387678110952418,0.06524404268934177,pse_prop
GNB,GNB_1_03oh,FSW,0.01811215788389266,0.00383295305003855,0.07632588661398176,pse_prop
GNB,GNB_1_04ox,FSW,0.01220129940783317,0.00168199731402731,0.07611603621494321,pse_prop
GNB,GNB_1_05rm,FSW,0.01223329463279707,0.00308582198576683,0.05260104498154955,pse_prop
GNB,GNB_1_06qb,FSW,0.01183436066864693,0.0030455282508792,0.04884804696744218,pse_prop
GNB,GNB_1_07iz,FSW,0.01203793289247169,0.00328704913757046,0.04449521785767971,pse_prop
GNB,GNB_1_08dg,FSW,0.01154041680631862,0.00239756155693968,0.05067650839826318,pse_prop
GNB,GNB_1_09qx,FSW,0.01169829543848514,0.00294101909605632,0.04900179583850671,pse_prop
GNB,GNB_1_01kp,MSM,0.0051734333075431,0.00193176052349492,0.01762460560494525,pse_prop
GNB,GNB_1_02hq,MSM,0.00702416430707481,0.00190950643463992,0.02639038264313656,pse_prop
GNB,GNB_1_03oh,MSM,0.00743979706258613,0.001949104149127,0.03054396620747813,pse_prop
GNB,GNB_1_04ox,MSM,0.00509654219054926,8.610188253831161e-4,0.02856822671910312,pse_prop
GNB,GNB_1_05rm,MSM,0.00492727401470864,0.00154793630502391,0.01869806085640296,pse_prop
GNB,GNB_1_06qb,MSM,0.00464341457638718,0.00130949592350085,0.01636677137825714,pse_prop
GNB,GNB_1_07iz,MSM,0.00497459708467164,0.0015273751784779,0.01627516572609823,pse_prop
GNB,GNB_1_08dg,MSM,0.00454581509803744,0.00123189847720242,0.01855139182385348,pse_prop
GNB,GNB_1_09qx,MSM,0.00451784954002679,0.00142876290302851,0.01599798018405847,pse_prop
GNB,GNB_1_01kp,PWID,0.00233141183757755,3.853733759389586e-4,0.01662093819043313,pse_prop
GNB,GNB_1_02hq,PWID,0.00291356128547492,3.7768553680693256e-4,0.02951005136816139,pse_prop
GNB,GNB_1_03oh,PWID,0.0031471138418357,3.2478917274560436e-4,0.04157261131972301,pse_prop
GNB,GNB_1_04ox,PWID,0.00206114809893991,1.307322782271118e-4,0.02904713670050663,pse_prop
GNB,GNB_1_05rm,PWID,0.00206409523525277,2.7102965323643575e-4,0.01573214751377152,pse_prop
GNB,GNB_1_06qb,PWID,0.00202522454384761,3.5044581519324e-4,0.01459271177250797,pse_prop
GNB,GNB_1_07iz,PWID,0.00207168123863044,2.977136312328604e-4,0.01541978963365048,pse_prop
GNB,GNB_1_08dg,PWID,0.00186153372781967,2.5071678963695885e-4,0.01647990742814823,pse_prop
GNB,GNB_1_09qx,PWID,0.00198897488918272,3.074807308861952e-4,0.01315003059045678,pse_prop
GNB,GNB_1_01kp,TGW,9.95822040062792e-4,7.248256251090887e-5,0.01277167507025204,pse_prop
GNB,GNB_1_02hq,TGW,0.00126944723849955,7.888593554472958e-5,0.02430589575443757,pse_prop
GNB,GNB_1_03oh,TGW,0.00126921478063005,6.718927227967398e-5,0.02820642917350296,pse_prop
GNB,GNB_1_04ox,TGW,8.645846369554655e-4,3.01879879281231e-5,0.02754100609538221,pse_prop
GNB,GNB_1_05rm,TGW,8.886257316400178e-4,5.376719285735207e-5,0.01514229353372271,pse_prop
GNB,GNB_1_06qb,TGW,8.696636058499592e-4,6.101101416921503e-5,0.01130987615117348,pse_prop
GNB,GNB_1_07iz,TGW,8.347468478564501e-4,5.9424668994190176e-5,0.0127529990400533,pse_prop
GNB,GNB_1_08dg,TGW,8.358974464890577e-4,5.177804329284171e-5,0.01313293468518358,pse_prop
GNB,GNB_1_09qx,TGW,8.062849531443039e-4,6.379031172759493e-5,0.01151840526763121,pse_prop
