iso3,area_id,kp,median,lower,upper
RWA,RWA_1_1,FSW,0.3917895083932012,0.2489794103618788,0.5488827505844514
RWA,RWA_1_2,FSW,0.26880020878488986,0.17124739301565867,0.39716931451038123
RWA,RWA_1_3,FSW,0.281694392696285,0.17962926215467392,0.41759964100724545
RWA,RWA_1_4,FSW,0.25338897640832075,0.15530560388735393,0.37753882361176816
RWA,RWA_1_5,FSW,0.2678377863253964,0.16751657634452977,0.40025081976984145
RWA,RWA_1_1,PWID,0.16773362772880127,0.07589600331526634,0.3087588166122103
RWA,RWA_1_2,PWID,0.13856420331843278,0.06693490608442333,0.26300732283513406
RWA,RWA_1_3,PWID,0.14475773952428386,0.06670566899353693,0.2792351588804089
RWA,RWA_1_4,PWID,0.13887933289353038,0.06587522355883171,0.27650224768089726
RWA,RWA_1_5,PWID,0.14959902170501668,0.07158183402371775,0.26834101975277863
RWA,RWA_1_1,MSM,0.08278904703036716,0.03522035215675146,0.17937324116322892
RWA,RWA_1_2,MSM,0.04987623965619897,0.02032471459541853,0.11719650856797392
RWA,RWA_1_3,MSM,0.052812852792412504,0.022169325581940583,0.13278089846753355
RWA,RWA_1_4,MSM,0.04886592725218083,0.018977969633826947,0.12075942198139365
RWA,RWA_1_5,MSM,0.059632091117364276,0.02564966216480695,0.13857838203289746
RWA,RWA_1_1,TGW,0.14039514695128588,0.0625133689391248,0.30066038884826
RWA,RWA_1_2,TGW,0.09766517478647779,0.03696545377341416,0.24343089866747822
RWA,RWA_1_3,TGW,0.10243976085217595,0.037214567353315034,0.25879475710817784
RWA,RWA_1_4,TGW,0.09627816810260253,0.03533494978689202,0.24064275896565462
RWA,RWA_1_5,TGW,0.11317800192649446,0.046562478289650745,0.26070662215128243
