yob,iso3,sex,lambda,skew,shape
1950,ETH,male,0.05588724709369412,2.037475081344932,6.648495605951723
1951,ETH,male,0.056003975065160305,2.037475081344932,6.648495605951723
1952,ETH,male,0.05620114377175671,2.037475081344932,6.648495605951723
1953,ETH,male,0.05623681385459349,2.037475081344932,6.648495605951723
1954,ETH,male,0.05637448598935772,2.037475081344932,6.648495605951723
1955,ETH,male,0.056416010531907076,2.037475081344932,6.648495605951723
1956,ETH,male,0.05669641696491311,2.037475081344932,6.648495605951723
1957,ETH,male,0.05649535145858997,2.037475081344932,6.648495605951723
1958,ETH,male,0.056672986988103066,2.037475081344932,6.648495605951723
1959,ETH,male,0.056510726669284236,2.037475081344932,6.648495605951723
1960,ETH,male,0.056384006435632475,2.037475081344932,6.648495605951723
1961,ETH,male,0.05635341665673771,2.037475081344932,6.648495605951723
1962,ETH,male,0.05616579048526317,2.037475081344932,6.648495605951723
1963,ETH,male,0.05611837004333821,2.037475081344932,6.648495605951723
1964,ETH,male,0.05614726749091363,2.037475081344932,6.648495605951723
1965,ETH,male,0.05582791627777475,2.037475081344932,6.648495605951723
1966,ETH,male,0.055660351231193575,2.037475081344932,6.648495605951723
1967,ETH,male,0.055615360212673076,2.037475081344932,6.648495605951723
1968,ETH,male,0.05551090492479882,2.037475081344932,6.648495605951723
1969,ETH,male,0.05517716089159422,2.037475081344932,6.648495605951723
1970,ETH,male,0.05530647644128583,2.037475081344932,6.648495605951723
1971,ETH,male,0.05474970874054716,2.037475081344932,6.648495605951723
1972,ETH,male,0.05499411981522427,2.037475081344932,6.648495605951723
1973,ETH,male,0.05476222515927212,2.037475081344932,6.648495605951723
1974,ETH,male,0.054586682249289864,2.037475081344932,6.648495605951723
1975,ETH,male,0.054586717853879516,2.037475081344932,6.648495605951723
1976,ETH,male,0.05446489268290951,2.037475081344932,6.648495605951723
1977,ETH,male,0.05430847805127924,2.037475081344932,6.648495605951723
1978,ETH,male,0.054249393940306964,2.037475081344932,6.648495605951723
1979,ETH,male,0.05412668561328883,2.037475081344932,6.648495605951723
1980,ETH,male,0.054137215744115036,2.037475081344932,6.648495605951723
1981,ETH,male,0.053726357182628824,2.037475081344932,6.648495605951723
1982,ETH,male,0.05373793749082127,2.037475081344932,6.648495605951723
1983,ETH,male,0.053586530362774706,2.037475081344932,6.648495605951723
1984,ETH,male,0.0536038755534987,2.037475081344932,6.648495605951723
1985,ETH,male,0.053473281297883084,2.037475081344932,6.648495605951723
1986,ETH,male,0.05329363029717718,2.037475081344932,6.648495605951723
1987,ETH,male,0.053031028051206144,2.037475081344932,6.648495605951723
1988,ETH,male,0.05285726331206761,2.037475081344932,6.648495605951723
1989,ETH,male,0.052904197051647235,2.037475081344932,6.648495605951723
1990,ETH,male,0.05268186324243025,2.037475081344932,6.648495605951723
1991,ETH,male,0.052483607174819744,2.037475081344932,6.648495605951723
1992,ETH,male,0.052568800953820036,2.037475081344932,6.648495605951723
1993,ETH,male,0.05244539382030804,2.037475081344932,6.648495605951723
1994,ETH,male,0.05247919548226712,2.037475081344932,6.648495605951723
1995,ETH,male,0.052487280538972086,2.037475081344932,6.648495605951723
1996,ETH,male,0.0523556686135799,2.037475081344932,6.648495605951723
1997,ETH,male,0.05234977908709719,2.037475081344932,6.648495605951723
1998,ETH,male,0.05239445054120537,2.037475081344932,6.648495605951723
1999,ETH,male,0.05223032884902933,2.037475081344932,6.648495605951723
2000,ETH,male,0.05198302230483605,2.037475081344932,6.648495605951723
2001,ETH,male,0.05178732196200073,2.037475081344932,6.648495605951723
2002,ETH,male,0.05165634646597006,2.037475081344932,6.648495605951723
2003,ETH,male,0.05163287120539303,2.037475081344932,6.648495605951723
2004,ETH,male,0.051699719535985164,2.037475081344932,6.648495605951723
2005,ETH,male,0.05172087900824952,2.037475081344932,6.648495605951723
1950,ETH,female,0.07096076190813949,2.441695047920277,6.128414833282738
1951,ETH,female,0.07095669639198078,2.441695047920277,6.128414833282738
1952,ETH,female,0.07076113334748124,2.441695047920277,6.128414833282738
1953,ETH,female,0.07068590578649164,2.441695047920277,6.128414833282738
1954,ETH,female,0.07046966108047864,2.441695047920277,6.128414833282738
1955,ETH,female,0.07060438698751154,2.441695047920277,6.128414833282738
1956,ETH,female,0.07042501082028071,2.441695047920277,6.128414833282738
1957,ETH,female,0.07077245859183677,2.441695047920277,6.128414833282738
1958,ETH,female,0.07068815443824303,2.441695047920277,6.128414833282738
1959,ETH,female,0.07071568461912853,2.441695047920277,6.128414833282738
1960,ETH,female,0.07056931736458541,2.441695047920277,6.128414833282738
1961,ETH,female,0.0706318451020328,2.441695047920277,6.128414833282738
1962,ETH,female,0.07056844787102184,2.441695047920277,6.128414833282738
1963,ETH,female,0.07043261886602246,2.441695047920277,6.128414833282738
1964,ETH,female,0.07016676372971313,2.441695047920277,6.128414833282738
1965,ETH,female,0.06985013012229083,2.441695047920277,6.128414833282738
1966,ETH,female,0.06972257901841399,2.441695047920277,6.128414833282738
1967,ETH,female,0.06940610510974105,2.441695047920277,6.128414833282738
1968,ETH,female,0.06912989896360153,2.441695047920277,6.128414833282738
1969,ETH,female,0.06883563430101639,2.441695047920277,6.128414833282738
1970,ETH,female,0.06863998529934609,2.441695047920277,6.128414833282738
1971,ETH,female,0.06835078177841578,2.441695047920277,6.128414833282738
1972,ETH,female,0.0681084216196666,2.441695047920277,6.128414833282738
1973,ETH,female,0.0677727339685993,2.441695047920277,6.128414833282738
1974,ETH,female,0.06747144670618463,2.441695047920277,6.128414833282738
1975,ETH,female,0.06721691538427359,2.441695047920277,6.128414833282738
1976,ETH,female,0.0668798019036051,2.441695047920277,6.128414833282738
1977,ETH,female,0.06676650850263152,2.441695047920277,6.128414833282738
1978,ETH,female,0.06681106198178749,2.441695047920277,6.128414833282738
1979,ETH,female,0.06656097469393513,2.441695047920277,6.128414833282738
1980,ETH,female,0.06652058944557623,2.441695047920277,6.128414833282738
1981,ETH,female,0.06612088598853896,2.441695047920277,6.128414833282738
1982,ETH,female,0.06592982465494095,2.441695047920277,6.128414833282738
1983,ETH,female,0.06570271143050077,2.441695047920277,6.128414833282738
1984,ETH,female,0.06537215782646769,2.441695047920277,6.128414833282738
1985,ETH,female,0.06513898037646357,2.441695047920277,6.128414833282738
1986,ETH,female,0.06470835169077377,2.441695047920277,6.128414833282738
1987,ETH,female,0.06428658184741648,2.441695047920277,6.128414833282738
1988,ETH,female,0.0641829417076093,2.441695047920277,6.128414833282738
1989,ETH,female,0.0636363939414596,2.441695047920277,6.128414833282738
1990,ETH,female,0.06346436303018263,2.441695047920277,6.128414833282738
1991,ETH,female,0.0629982818800732,2.441695047920277,6.128414833282738
1992,ETH,female,0.06283089579494147,2.441695047920277,6.128414833282738
1993,ETH,female,0.0624921554425928,2.441695047920277,6.128414833282738
1994,ETH,female,0.062263420799026165,2.441695047920277,6.128414833282738
