iso3,area_id,kp,median,lower,upper,indicator
COD,COD_2_1,FSW,0.08389670723671608,0.04227531522712542,0.1591521179727817,prevalence
COD,COD_2_2,FSW,0.0988387369357022,0.0510829645464149,0.1788511701715942,prevalence
COD,COD_2_3,FSW,0.08601827953396624,0.04242132098197112,0.17603292657943365,prevalence
COD,COD_2_4,FSW,0.09632717523686632,0.05628493662650501,0.17154158038080364,prevalence
COD,COD_2_5,FSW,0.09111247826878326,0.04660498296349273,0.16558103461317006,prevalence
COD,COD_2_6,FSW,0.0970191205303693,0.05049416500761233,0.16928981633564064,prevalence
COD,COD_2_7,FSW,0.06843570456779119,0.0307550343914695,0.1420947068555377,prevalence
COD,COD_2_8,FSW,0.07453754091385376,0.03720627819896773,0.13618269975840536,prevalence
COD,COD_2_9,FSW,0.0615994832040632,0.03177026738412434,0.11457219967052676,prevalence
COD,COD_2_10,FSW,0.08602421755038535,0.04408436899638161,0.16168419700685557,prevalence
COD,COD_2_11,FSW,0.08998938717374531,0.04625596643441274,0.17507815501018165,prevalence
COD,COD_2_12,FSW,0.07342800541638386,0.03869490669036516,0.12761970803990844,prevalence
COD,COD_2_14,FSW,0.09486116793760782,0.04464297658363909,0.169589444649418,prevalence
COD,COD_2_15td,FSW,0.11686384215836244,0.06096790428174645,0.21759351421028392,prevalence
COD,COD_2_90hs,FSW,0.11613745929361696,0.05895423988590576,0.21126272335902133,prevalence
COD,COD_2_16,FSW,0.10947450606327896,0.05704842564134658,0.19639460268442344,prevalence
COD,COD_2_17,FSW,0.10038411744333509,0.05127955994452016,0.1809638950255379,prevalence
COD,COD_2_18,FSW,0.1166668438718367,0.04018725197436618,0.3177825997482286,prevalence
COD,COD_2_19,FSW,0.12646268054625592,0.06291732377671445,0.24085730629469515,prevalence
COD,COD_2_20,FSW,0.09390967009244076,0.04879806812116768,0.1673438588186597,prevalence
COD,COD_2_21,FSW,0.10497253731705064,0.05268146908878238,0.1880875434640272,prevalence
COD,COD_2_22,FSW,0.13084471134143758,0.06753133639017991,0.23729105638948544,prevalence
COD,COD_2_23,FSW,0.08526045128815112,0.04158149019385583,0.16361616270965543,prevalence
COD,COD_2_24,FSW,0.06942439824197642,0.03396722181565603,0.13572530251353543,prevalence
COD,COD_2_25,FSW,0.08923324551562693,0.04789997400798448,0.16612149973668514,prevalence
COD,COD_2_26,FSW,0.07430261416007074,0.03748201443199432,0.146353187133188,prevalence
COD,COD_2_27,FSW,0.07763114361499503,0.03606569349291565,0.15719649771774435,prevalence
COD,COD_2_28,FSW,0.10830678792648986,0.05766981470929995,0.17895832145924911,prevalence
COD,COD_2_29,FSW,0.08409527490877397,0.04202506493666071,0.1636024802080868,prevalence
COD,COD_2_30,FSW,0.09580891455947955,0.04535931544583144,0.1873054863108805,prevalence
COD,COD_2_31,FSW,0.10234174270745834,0.0526666959442799,0.186393170676111,prevalence
COD,COD_2_32,FSW,0.09519479803943656,0.04876343068109306,0.18184208917239217,prevalence
COD,COD_2_33,FSW,0.10138099888285886,0.05266609982376411,0.1859092010066674,prevalence
COD,COD_2_34,FSW,0.07909654907036777,0.03674864083008051,0.15233400476812253,prevalence
