region,iso3,area_id,kp,indicator,median,lower,upper
ESA,MOZ,MOZ_1_03,FSW,pse_prop,0.011689047198978848,0.005477282035437035,0.02451659854342518
ESA,MOZ,MOZ_1_04,FSW,pse_prop,0.013197346648603128,0.00492100564223492,0.03471579027688222
ESA,MOZ,MOZ_1_05,FSW,pse_prop,0.018369935839736538,0.008635466426238265,0.039294853567148014
ESA,MOZ,MOZ_1_06,FSW,pse_prop,0.013682863990062952,0.006254883345459879,0.02895499702803349
ESA,MOZ,MOZ_1_07,FSW,pse_prop,0.014125716061171516,0.006794084894290059,0.029015915932739684
ESA,MOZ,MOZ_1_08,FSW,pse_prop,0.015946459365443012,0.006565944048332153,0.03471342650675363
ESA,MOZ,MOZ_1_09,FSW,pse_prop,0.013370779559324737,0.006204711824438376,0.02899805742520867
ESA,MOZ,MOZ_1_10,FSW,pse_prop,0.012417922125825983,0.0044591475339755,0.03465951121654911
ESA,MOZ,MOZ_1_11,FSW,pse_prop,0.013837591961623992,0.0063167732608473545,0.030700305733118095
ESA,MOZ,MOZ_1_12,FSW,pse_prop,0.009762370688665251,0.004734448443087901,0.018963988956442693
ESA,MOZ,MOZ_1_03,MSM,pse_prop,0.009534098605277881,0.004157064089534436,0.020189967326863546
ESA,MOZ,MOZ_1_04,MSM,pse_prop,0.008138517809408363,0.0028022630996854085,0.022748928754930547
ESA,MOZ,MOZ_1_05,MSM,pse_prop,0.008584632606020399,0.003913000838067447,0.01898482698987383
ESA,MOZ,MOZ_1_06,MSM,pse_prop,0.008523736001390742,0.00350965258111905,0.019507364322642797
ESA,MOZ,MOZ_1_07,MSM,pse_prop,0.007547688395103674,0.0033972686743028854,0.014869003808292935
ESA,MOZ,MOZ_1_08,MSM,pse_prop,0.007958791945949475,0.0033368822904791197,0.018858204576663484
ESA,MOZ,MOZ_1_09,MSM,pse_prop,0.007601237151963114,0.0031233529540519067,0.018227835364428378
ESA,MOZ,MOZ_1_10,MSM,pse_prop,0.007361733509601193,0.0025633328957830825,0.019225442869570255
ESA,MOZ,MOZ_1_11,MSM,pse_prop,0.007451789458807798,0.003204249371025008,0.016856898041691874
ESA,MOZ,MOZ_1_12,MSM,pse_prop,0.01337732838698801,0.006324935664953981,0.02678531522300726
ESA,MOZ,MOZ_1_03,PWID,pse_prop,0.0021897008789632014,6.673153587615846e-4,0.006628398296699958
ESA,MOZ,MOZ_1_04,PWID,pse_prop,0.001959922458325827,3.716566354407191e-4,0.009093421961724092
ESA,MOZ,MOZ_1_05,PWID,pse_prop,0.002083492713692751,4.916261065396014e-4,0.008764534310600683
ESA,MOZ,MOZ_1_06,PWID,pse_prop,0.002021246734981258,5.750321410484238e-4,0.007608579179020963
ESA,MOZ,MOZ_1_07,PWID,pse_prop,0.001993397799543673,6.289516594410381e-4,0.006535149415025217
ESA,MOZ,MOZ_1_08,PWID,pse_prop,0.002006804192364018,5.368315970483979e-4,0.007883846352401455
ESA,MOZ,MOZ_1_09,PWID,pse_prop,0.002468553072235446,7.565612196492224e-4,0.008118316035275365
ESA,MOZ,MOZ_1_10,PWID,pse_prop,0.0022316060922901284,5.447531105633534e-4,0.008765041269347273
ESA,MOZ,MOZ_1_11,PWID,pse_prop,0.0021624227617781985,6.388790610968924e-4,0.00749203966947207
ESA,MOZ,MOZ_1_12,PWID,pse_prop,0.00276055133713463,8.950168770076961e-4,0.008844061748073664
ESA,MOZ,MOZ_1_03,TGW,pse_prop,0.0014829386848054377,3.7413508842406266e-4,0.005578115189247102
ESA,MOZ,MOZ_1_04,TGW,pse_prop,0.0013150688589514698,2.481710059374796e-4,0.00826709914066609
ESA,MOZ,MOZ_1_05,TGW,pse_prop,0.0014509425758194748,3.3554583630444353e-4,0.0065468765609857545
ESA,MOZ,MOZ_1_06,TGW,pse_prop,0.0013649282722071972,3.3316329957663686e-4,0.005466752366295924
ESA,MOZ,MOZ_1_07,TGW,pse_prop,0.0010757127370189944,2.579382483980673e-4,0.0037518821708825345
ESA,MOZ,MOZ_1_08,TGW,pse_prop,0.001261365183640281,2.626260994844525e-4,0.005682648969081996
ESA,MOZ,MOZ_1_09,TGW,pse_prop,0.0013559111045200654,2.0249806715073014e-4,0.008452699478148187
ESA,MOZ,MOZ_1_10,TGW,pse_prop,0.0012338102797191208,1.7902137336892485e-4,0.007786124605229325
ESA,MOZ,MOZ_1_11,TGW,pse_prop,0.0012894621416634279,2.489462729773353e-4,0.0067386131385028265
ESA,MOZ,MOZ_1_12,TGW,pse_prop,0.002152506913707948,5.223261506458226e-4,0.009334255745908949
