yob,iso3,sex,lambda,skew,shape
1950,MOZ,male,0.058299846026916124,1.2065443272516392,11.218394902402856
1951,MOZ,male,0.058417193547124706,1.2065443272516392,11.218394902402856
1952,MOZ,male,0.058580374935206465,1.2065443272516392,11.218394902402856
1953,MOZ,male,0.058578413984167695,1.2065443272516392,11.218394902402856
1954,MOZ,male,0.05875817040649079,1.2065443272516392,11.218394902402856
1955,MOZ,male,0.058787981778549714,1.2065443272516392,11.218394902402856
1956,MOZ,male,0.05909132555182379,1.2065443272516392,11.218394902402856
1957,MOZ,male,0.05894232438729803,1.2065443272516392,11.218394902402856
1958,MOZ,male,0.05924048634843576,1.2065443272516392,11.218394902402856
1959,MOZ,male,0.05918654004976659,1.2065443272516392,11.218394902402856
1960,MOZ,male,0.059287043088587024,1.2065443272516392,11.218394902402856
1961,MOZ,male,0.059475700975730725,1.2065443272516392,11.218394902402856
1962,MOZ,male,0.059569105943608286,1.2065443272516392,11.218394902402856
1963,MOZ,male,0.059812082976090954,1.2065443272516392,11.218394902402856
1964,MOZ,male,0.06017350846178458,1.2065443272516392,11.218394902402856
1965,MOZ,male,0.06011677912757116,1.2065443272516392,11.218394902402856
1966,MOZ,male,0.06025884370249096,1.2065443272516392,11.218394902402856
1967,MOZ,male,0.060478788176982816,1.2065443272516392,11.218394902402856
1968,MOZ,male,0.06063949642665394,1.2065443272516392,11.218394902402856
1969,MOZ,male,0.06058078681386586,1.2065443272516392,11.218394902402856
1970,MOZ,male,0.060978223441805215,1.2065443272516392,11.218394902402856
1971,MOZ,male,0.06060680439343627,1.2065443272516392,11.218394902402856
1972,MOZ,male,0.06107015414754988,1.2065443272516392,11.218394902402856
1973,MOZ,male,0.06103579953372723,1.2065443272516392,11.218394902402856
1974,MOZ,male,0.0610295365348931,1.2065443272516392,11.218394902402856
1975,MOZ,male,0.06119907782021976,1.2065443272516392,11.218394902402856
1976,MOZ,male,0.06117038830586709,1.2065443272516392,11.218394902402856
1977,MOZ,male,0.0610956073870543,1.2065443272516392,11.218394902402856
1978,MOZ,male,0.061180061411251575,1.2065443272516392,11.218394902402856
1979,MOZ,male,0.0611453541835362,1.2065443272516392,11.218394902402856
1980,MOZ,male,0.061301654979520656,1.2065443272516392,11.218394902402856
1981,MOZ,male,0.061002837338506095,1.2065443272516392,11.218394902402856
1982,MOZ,male,0.061209515813512555,1.2065443272516392,11.218394902402856
1983,MOZ,male,0.061210373547918626,1.2065443272516392,11.218394902402856
1984,MOZ,male,0.06140299132447215,1.2065443272516392,11.218394902402856
1985,MOZ,male,0.061418665350504026,1.2065443272516392,11.218394902402856
1986,MOZ,male,0.061325722318713055,1.2065443272516392,11.218394902402856
1987,MOZ,male,0.06113625066669878,1.2065443272516392,11.218394902402856
1988,MOZ,male,0.06099741476792779,1.2065443272516392,11.218394902402856
1989,MOZ,male,0.061098336044556875,1.2065443272516392,11.218394902402856
1990,MOZ,male,0.06085185403388735,1.2065443272516392,11.218394902402856
1991,MOZ,male,0.060590728696573046,1.2065443272516392,11.218394902402856
1992,MOZ,male,0.060666993651065315,1.2065443272516392,11.218394902402856
1993,MOZ,male,0.06053643189209347,1.2065443272516392,11.218394902402856
1994,MOZ,male,0.06056602375083618,1.2065443272516392,11.218394902402856
1995,MOZ,male,0.06058486888708564,1.2065443272516392,11.218394902402856
1996,MOZ,male,0.06045289044077407,1.2065443272516392,11.218394902402856
1997,MOZ,male,0.06043858615697598,1.2065443272516392,11.218394902402856
1998,MOZ,male,0.06051472595884119,1.2065443272516392,11.218394902402856
1999,MOZ,male,0.060332415485204204,1.2065443272516392,11.218394902402856
2000,MOZ,male,0.06002358724991889,1.2065443272516392,11.218394902402856
2001,MOZ,male,0.05976914209166778,1.2065443272516392,11.218394902402856
