yob,iso3,sex,lambda,skew,shape
1950,RWA,male,0.05270298446238126,0.8545600276204641,8.173312850599807
1951,RWA,male,0.05253678750061362,0.8545600276204641,8.173312850599807
1952,RWA,male,0.052370207041431374,0.8545600276204641,8.173312850599807
1953,RWA,male,0.052075341081643585,0.8545600276204641,8.173312850599807
1954,RWA,male,0.051889585576663656,0.8545600276204641,8.173312850599807
1955,RWA,male,0.05157663652681628,0.8545600276204641,8.173312850599807
1956,RWA,male,0.05146769058077698,0.8545600276204641,8.173312850599807
1957,RWA,male,0.05100220979785351,0.8545600276204641,8.173312850599807
1958,RWA,male,0.050900113748335196,0.8545600276204641,8.173312850599807
1959,RWA,male,0.05048887444558553,0.8545600276204641,8.173312850599807
1960,RWA,male,0.05017545579844948,0.8545600276204641,8.173312850599807
1961,RWA,male,0.04995688370123398,0.8545600276204641,8.173312850599807
1962,RWA,male,0.04965092245742929,0.8545600276204641,8.173312850599807
1963,RWA,male,0.04944923459066554,0.8545600276204641,8.173312850599807
1964,RWA,male,0.0493873431257463,0.8545600276204641,8.173312850599807
1965,RWA,male,0.04900384348569858,0.8545600276204641,8.173312850599807
1966,RWA,male,0.04878646100359761,0.8545600276204641,8.173312850599807
1967,RWA,male,0.04864761449809979,0.8545600276204641,8.173312850599807
1968,RWA,male,0.048497187062151316,0.8545600276204641,8.173312850599807
1969,RWA,male,0.04818786617853975,0.8545600276204641,8.173312850599807
1970,RWA,male,0.04826124392285621,0.8545600276204641,8.173312850599807
1971,RWA,male,0.0477885028034242,0.8545600276204641,8.173312850599807
1972,RWA,male,0.04800214810063361,0.8545600276204641,8.173312850599807
1973,RWA,male,0.04782389056671356,0.8545600276204641,8.173312850599807
1974,RWA,male,0.04770869964172621,0.8545600276204641,8.173312850599807
1975,RWA,male,0.04772832135585256,0.8545600276204641,8.173312850599807
1976,RWA,male,0.047616483564368664,0.8545600276204641,8.173312850599807
1977,RWA,male,0.04744347276348712,0.8545600276204641,8.173312850599807
1978,RWA,male,0.04735341917295643,0.8545600276204641,8.173312850599807
1979,RWA,male,0.0471858669076768,0.8545600276204641,8.173312850599807
1980,RWA,male,0.04710254626753388,0.8545600276204641,8.173312850599807
1981,RWA,male,0.04666359682746783,0.8545600276204641,8.173312850599807
1982,RWA,male,0.04660454271180786,0.8545600276204641,8.173312850599807
1983,RWA,male,0.04640555042203281,0.8545600276204641,8.173312850599807
1984,RWA,male,0.04640504060756771,0.8545600276204641,8.173312850599807
1985,RWA,male,0.0463314960386664,0.8545600276204641,8.173312850599807
1986,RWA,male,0.04625309573902827,0.8545600276204641,8.173312850599807
1987,RWA,male,0.046165796604218726,0.8545600276204641,8.173312850599807
1988,RWA,male,0.046178986418237825,0.8545600276204641,8.173312850599807
1989,RWA,male,0.046411058231668016,0.8545600276204641,8.173312850599807
1990,RWA,male,0.046404103833346894,0.8545600276204641,8.173312850599807
1991,RWA,male,0.04639327222245956,0.8545600276204641,8.173312850599807
1992,RWA,male,0.04662446289920842,0.8545600276204641,8.173312850599807
1993,RWA,male,0.04668763266466584,0.8545600276204641,8.173312850599807
1994,RWA,male,0.046857739521783376,0.8545600276204641,8.173312850599807
1995,RWA,male,0.046981615336117374,0.8545600276204641,8.173312850599807
1996,RWA,male,0.046986886609789696,0.8545600276204641,8.173312850599807
1997,RWA,male,0.04704864079762099,0.8545600276204641,8.173312850599807
1998,RWA,male,0.047126115896056156,0.8545600276204641,8.173312850599807
1999,RWA,male,0.04699663610099766,0.8545600276204641,8.173312850599807
2000,RWA,male,0.04671789070414187,0.8545600276204641,8.173312850599807
2001,RWA,male,0.04647493773473296,0.8545600276204641,8.173312850599807
2002,RWA,male,0.0462511624818151,0.8545600276204641,8.173312850599807
2003,RWA,male,0.04615168149340776,0.8545600276204641,8.173312850599807
2004,RWA,male,0.04611969334314944,0.8545600276204641,8.173312850599807
2005,RWA,male,0.046033165584110164,0.8545600276204641,8.173312850599807
1950,RWA,female,0.05404235359338941,1.4129467788807712,8.151961975287506
1951,RWA,female,0.05408979315688796,1.4129467788807712,8.151961975287506
1952,RWA,female,0.05397513002787167,1.4129467788807712,8.151961975287506
1953,RWA,female,0.053925546179529535,1.4129467788807712,8.151961975287506
1954,RWA,female,0.05380190994649055,1.4129467788807712,8.151961975287506
1955,RWA,female,0.05386584993164408,1.4129467788807712,8.151961975287506
1956,RWA,female,0.053661537515012084,1.4129467788807712,8.151961975287506
1957,RWA,female,0.05384081677108496,1.4129467788807712,8.151961975287506
1958,RWA,female,0.05368340025865802,1.4129467788807712,8.151961975287506
1959,RWA,female,0.05358879960177063,1.4129467788807712,8.151961975287506
1960,RWA,female,0.05331826116327907,1.4129467788807712,8.151961975287506
1961,RWA,female,0.05324139352632501,1.4129467788807712,8.151961975287506
1962,RWA,female,0.05307711124418253,1.4129467788807712,8.151961975287506
1963,RWA,female,0.05286747429801886,1.4129467788807712,8.151961975287506
1964,RWA,female,0.05259628209097887,1.4129467788807712,8.151961975287506
1965,RWA,female,0.05229970540687953,1.4129467788807712,8.151961975287506
1966,RWA,female,0.05223297656485358,1.4129467788807712,8.151961975287506
1967,RWA,female,0.05204092625723303,1.4129467788807712,8.151961975287506
1968,RWA,female,0.05193682843344709,1.4129467788807712,8.151961975287506
