region,iso3,area_id,kp,indicator,median,lower,upper
ESA,ZAF,ZAF_1_EC,FSW,pse_prop,0.008798478042738627,0.0033584623928934946,0.020403346375676007
ESA,ZAF,ZAF_1_FS,FSW,pse_prop,0.010539756882818002,0.00470326325768518,0.021056556348055384
ESA,ZAF,ZAF_1_GT,FSW,pse_prop,0.009003782965135071,0.0037701993985323253,0.01913907205475394
ESA,ZAF,ZAF_1_KZN,FSW,pse_prop,0.008972634772143953,0.00402189220395358,0.01739893393122757
ESA,ZAF,ZAF_1_LIM,FSW,pse_prop,0.0098589852721815,0.004367006458826399,0.021658149451105838
ESA,ZAF,ZAF_1_MP,FSW,pse_prop,0.009912300382982655,0.004566719949217956,0.019431398333062747
ESA,ZAF,ZAF_1_NC,FSW,pse_prop,0.010615250366996553,0.004395172659222026,0.02364134935441482
ESA,ZAF,ZAF_1_NW,FSW,pse_prop,0.010058730981875012,0.004413727785788487,0.022939566979780075
ESA,ZAF,ZAF_1_WC,FSW,pse_prop,0.010447731958604663,0.004354507118707755,0.024253544780014857
ESA,ZAF,ZAF_1_EC,MSM,pse_prop,0.010030408851665595,0.003984790047399833,0.02483924501398393
ESA,ZAF,ZAF_1_FS,MSM,pse_prop,0.011998715465900619,0.005330702025759589,0.025680224680827222
ESA,ZAF,ZAF_1_GT,MSM,pse_prop,0.01214312972600543,0.004871621722915842,0.029669506954306604
ESA,ZAF,ZAF_1_KZN,MSM,pse_prop,0.010916415555437532,0.004747946227001463,0.023241328865354332
ESA,ZAF,ZAF_1_LIM,MSM,pse_prop,0.009129611918623734,0.0038699272148046034,0.02071019049371585
ESA,ZAF,ZAF_1_MP,MSM,pse_prop,0.01123383837212967,0.005286032649026124,0.02452173938013636
ESA,ZAF,ZAF_1_NC,MSM,pse_prop,0.011007946700220216,0.004773379317625757,0.025367651100855634
ESA,ZAF,ZAF_1_NW,MSM,pse_prop,0.010090776491483353,0.004074089227091451,0.022181353363864734
ESA,ZAF,ZAF_1_WC,MSM,pse_prop,0.01203947779825167,0.0038440334568127957,0.0376365180868544
ESA,ZAF,ZAF_1_EC,PWID,pse_prop,0.0018213029616377513,5.508682827626224e-4,0.006360329829719492
ESA,ZAF,ZAF_1_FS,PWID,pse_prop,0.002290358171380109,6.814460757149876e-4,0.00767472931662356
ESA,ZAF,ZAF_1_GT,PWID,pse_prop,0.0027538021235968754,9.120350052984001e-4,0.008139979258963285
ESA,ZAF,ZAF_1_KZN,PWID,pse_prop,0.0020657059188687685,6.26659615518382e-4,0.0070276454925366555
ESA,ZAF,ZAF_1_LIM,PWID,pse_prop,0.0019504887762943988,6.217744502064905e-4,0.006129181796305161
ESA,ZAF,ZAF_1_MP,PWID,pse_prop,0.00226797842265926,7.32568413135773e-4,0.006714141774068184
ESA,ZAF,ZAF_1_NC,PWID,pse_prop,0.0020129455051317883,5.86151667649145e-4,0.0064961963714897444
ESA,ZAF,ZAF_1_NW,PWID,pse_prop,0.0020873146283887072,5.967608714506087e-4,0.007303640000514661
ESA,ZAF,ZAF_1_WC,PWID,pse_prop,0.001557145984884225,4.7195607831217445e-4,0.00603889907479559
ESA,ZAF,ZAF_1_EC,TGW,pse_prop,0.001845109717242453,3.8562881495413044e-4,0.007651821272913499
ESA,ZAF,ZAF_1_FS,TGW,pse_prop,0.0019970322921324443,4.5419894158678966e-4,0.007890788913819615
ESA,ZAF,ZAF_1_GT,TGW,pse_prop,0.0021030910992831096,4.858721420393589e-4,0.009812180977251912
ESA,ZAF,ZAF_1_KZN,TGW,pse_prop,0.0017735243307899786,4.1187744405166447e-4,0.007370828106292951
ESA,ZAF,ZAF_1_LIM,TGW,pse_prop,0.0014980456716071151,3.7800840798035755e-4,0.0055786851516662645
ESA,ZAF,ZAF_1_MP,TGW,pse_prop,0.001927916228033322,4.573716436479593e-4,0.007690080556994591
ESA,ZAF,ZAF_1_NC,TGW,pse_prop,0.0019298863450679382,4.575105442946504e-4,0.008356701124114544
ESA,ZAF,ZAF_1_NW,TGW,pse_prop,0.0017068413850690753,4.3124652281694857e-4,0.006835749607181925
ESA,ZAF,ZAF_1_WC,TGW,pse_prop,0.0024689206873855867,4.502212289490444e-4,0.01265974984212291
