yob,ISO_A3,sex,lambda,skew,shape
1950,ZAF,male,0.052311591035103695,1.8528006899713634,7.371101508042155
1951,ZAF,male,0.05238348755543752,1.8528006899713634,7.371101508042155
1952,ZAF,male,0.05258281449810602,1.8528006899713634,7.371101508042155
1953,ZAF,male,0.052601208444369954,1.8528006899713634,7.371101508042155
1954,ZAF,male,0.052797584421602796,1.8528006899713634,7.371101508042155
1955,ZAF,male,0.05286868791666495,1.8528006899713634,7.371101508042155
1956,ZAF,male,0.05323919400888197,1.8528006899713634,7.371101508042155
1957,ZAF,male,0.05319342542674542,1.8528006899713634,7.371101508042155
1958,ZAF,male,0.0535683787838062,1.8528006899713634,7.371101508042155
1959,ZAF,male,0.05361741728665914,1.8528006899713634,7.371101508042155
1960,ZAF,male,0.05381952718689037,1.8528006899713634,7.371101508042155
1961,ZAF,male,0.054082941925231165,1.8528006899713634,7.371101508042155
1962,ZAF,male,0.05426490436251026,1.8528006899713634,7.371101508042155
1963,ZAF,male,0.05460375488236815,1.8528006899713634,7.371101508042155
1964,ZAF,male,0.05508190511038109,1.8528006899713634,7.371101508042155
1965,ZAF,male,0.055170420730147114,1.8528006899713634,7.371101508042155
1966,ZAF,male,0.055422311068911295,1.8528006899713634,7.371101508042155
1967,ZAF,male,0.055763864546138894,1.8528006899713634,7.371101508042155
1968,ZAF,male,0.05606452340072906,1.8528006899713634,7.371101508042155
1969,ZAF,male,0.05614371073594425,1.8528006899713634,7.371101508042155
1970,ZAF,male,0.056691231238024734,1.8528006899713634,7.371101508042155
1971,ZAF,male,0.05652784431546282,1.8528006899713634,7.371101508042155
1972,ZAF,male,0.05720136653882538,1.8528006899713634,7.371101508042155
1973,ZAF,male,0.05735225557318688,1.8528006899713634,7.371101508042155
1974,ZAF,male,0.05753813664593592,1.8528006899713634,7.371101508042155
1975,ZAF,male,0.057887412928645354,1.8528006899713634,7.371101508042155
1976,ZAF,male,0.05807648429162275,1.8528006899713634,7.371101508042155
1977,ZAF,male,0.05822572144194484,1.8528006899713634,7.371101508042155
1978,ZAF,male,0.058503827939120574,1.8528006899713634,7.371101508042155
1979,ZAF,male,0.05874834536328667,1.8528006899713634,7.371101508042155
1980,ZAF,male,0.0591366925449341,1.8528006899713634,7.371101508042155
1981,ZAF,male,0.05910305371702571,1.8528006899713634,7.371101508042155
1982,ZAF,male,0.059526198647118715,1.8528006899713634,7.371101508042155
1983,ZAF,male,0.05977112418748146,1.8528006899713634,7.371101508042155
1984,ZAF,male,0.06020145634081661,1.8528006899713634,7.371101508042155
1985,ZAF,male,0.060469287388956156,1.8528006899713634,7.371101508042155
1986,ZAF,male,0.06064833505052045,1.8528006899713634,7.371101508042155
1987,ZAF,male,0.06071604783283209,1.8528006899713634,7.371101508042155
1988,ZAF,male,0.06084554738148855,1.8528006899713634,7.371101508042155
1989,ZAF,male,0.06125280661117995,1.8528006899713634,7.371101508042155
1990,ZAF,male,0.061304850955677684,1.8528006899713634,7.371101508042155
1991,ZAF,male,0.06138623962224398,1.8528006899713634,7.371101508042155
1992,ZAF,male,0.06177157390698364,1.8528006899713634,7.371101508042155
1993,ZAF,male,0.0618952711957398,1.8528006899713634,7.371101508042155
1994,ZAF,male,0.06214401608359049,1.8528006899713634,7.371101508042155
1995,ZAF,male,0.0623065205856438,1.8528006899713634,7.371101508042155
1996,ZAF,male,0.06223803481464778,1.8528006899713634,7.371101508042155
1997,ZAF,male,0.062250261207877515,1.8528006899713634,7.371101508042155
1998,ZAF,male,0.06228843585920848,1.8528006899713634,7.371101508042155
1999,ZAF,male,0.06202702776155857,1.8528006899713634,7.371101508042155
2000,ZAF,male,0.061615724170135715,1.8528006899713634,7.371101508042155
2001,ZAF,male,0.061263296435005346,1.8528006899713634,7.371101508042155
2002,ZAF,male,0.060940059065387686,1.8528006899713634,7.371101508042155
2003,ZAF,male,0.06075917080583263,1.8528006899713634,7.371101508042155
2004,ZAF,male,0.060622210976131574,1.8528006899713634,7.371101508042155
2005,ZAF,male,0.06046994874244926,1.8528006899713634,7.371101508042155
1950,ZAF,female,0.054355087181532744,2.242696796433939,8.521470451310254
1951,ZAF,female,0.05447786737933866,2.242696796433939,8.521470451310254
1952,ZAF,female,0.05452424314593396,2.242696796433939,8.521470451310254
1953,ZAF,female,0.05462114190399323,2.242696796433939,8.521470451310254
1954,ZAF,female,0.05462328877711344,2.242696796433939,8.521470451310254
1955,ZAF,female,0.054888530727506726,2.242696796433939,8.521470451310254
1956,ZAF,female,0.05488907152824622,2.242696796433939,8.521470451310254
1957,ZAF,female,0.055254406021876964,2.242696796433939,8.521470451310254
1958,ZAF,female,0.05527028582472743,2.242696796433939,8.521470451310254
1959,ZAF,female,0.055362624478777656,2.242696796433939,8.521470451310254
1960,ZAF,female,0.055313069280985894,2.242696796433939,8.521470451310254
