yob,ISO_A3,sex,lambda,skew,shape
1961,ZAF,female,0.055454153560366835,2.242696796433939,8.521470451310254
1962,ZAF,female,0.0555621159269703,2.242696796433939,8.521470451310254
1963,ZAF,female,0.055714689454157196,2.242696796433939,8.521470451310254
1964,ZAF,female,0.0558352777705672,2.242696796433939,8.521470451310254
1965,ZAF,female,0.05596730843359819,2.242696796433939,8.521470451310254
1966,ZAF,female,0.05635511031725556,2.242696796433939,8.521470451310254
1967,ZAF,female,0.05656662460470438,2.242696796433939,8.521470451310254
1968,ZAF,female,0.05680318818709955,2.242696796433939,8.521470451310254
1969,ZAF,female,0.056960395407266176,2.242696796433939,8.521470451310254
1970,ZAF,female,0.05710268683461184,2.242696796433939,8.521470451310254
1971,ZAF,female,0.05716035502055426,2.242696796433939,8.521470451310254
1972,ZAF,female,0.05723747476169949,2.242696796433939,8.521470451310254
1973,ZAF,female,0.05731538677124816,2.242696796433939,8.521470451310254
1974,ZAF,female,0.05748930036050906,2.242696796433939,8.521470451310254
1975,ZAF,female,0.057683330956253207,2.242696796433939,8.521470451310254
1976,ZAF,female,0.05782625315825743,2.242696796433939,8.521470451310254
1977,ZAF,female,0.058094094724804035,2.242696796433939,8.521470451310254
1978,ZAF,female,0.058450409814027826,2.242696796433939,8.521470451310254
1979,ZAF,female,0.05853234561639495,2.242696796433939,8.521470451310254
1980,ZAF,female,0.05876077964782063,2.242696796433939,8.521470451310254
1981,ZAF,female,0.058689779557774546,2.242696796433939,8.521470451310254
1982,ZAF,female,0.058847143950168004,2.242696796433939,8.521470451310254
1983,ZAF,female,0.059043346892592524,2.242696796433939,8.521470451310254
1984,ZAF,female,0.059213249994544456,2.242696796433939,8.521470451310254
1985,ZAF,female,0.05946510696745243,2.242696796433939,8.521470451310254
1986,ZAF,female,0.05954397811571354,2.242696796433939,8.521470451310254
1987,ZAF,female,0.05963416980251662,2.242696796433939,8.521470451310254
1988,ZAF,female,0.06003844178499161,2.242696796433939,8.521470451310254
1989,ZAF,female,0.06003991278300025,2.242696796433939,8.521470451310254
1990,ZAF,female,0.06038654679789267,2.242696796433939,8.521470451310254
1991,ZAF,female,0.06043719669970327,2.242696796433939,8.521470451310254
1992,ZAF,female,0.060717734018059986,2.242696796433939,8.521470451310254
1993,ZAF,female,0.0607472991251041,2.242696796433939,8.521470451310254
1994,ZAF,female,0.060742127456838685,2.242696796433939,8.521470451310254
1995,ZAF,female,0.06074954999835075,2.242696796433939,8.521470451310254
1996,ZAF,female,0.06059970827171188,2.242696796433939,8.521470451310254
1997,ZAF,female,0.060421961601487634,2.242696796433939,8.521470451310254
1998,ZAF,female,0.06016441365453383,2.242696796433939,8.521470451310254
1999,ZAF,female,0.059917803007442136,2.242696796433939,8.521470451310254
2000,ZAF,female,0.05943589757799764,2.242696796433939,8.521470451310254
2001,ZAF,female,0.05898450869587579,2.242696796433939,8.521470451310254
2002,ZAF,female,0.0586111489184261,2.242696796433939,8.521470451310254
2003,ZAF,female,0.05819513656776122,2.242696796433939,8.521470451310254
2004,ZAF,female,0.05799526729322606,2.242696796433939,8.521470451310254
2005,ZAF,female,0.05781949267257298,2.242696796433939,8.521470451310254
