age_group,propensity,kp
Y015_019,3.1277154941839833,MSM
Y020_024,2.277760522580515,MSM
Y025_029,1.504733530003581,MSM
Y030_034,0.7908196757616763,MSM
Y035_039,0.3462379013979479,MSM
Y040_044,0.1475420444202687,MSM
Y045_049,0.05064723694246125,MSM
Y015_019,2.697217488486491,FSW
Y020_024,1.648391631871242,FSW
Y025_029,1.3734170416316465,FSW
Y030_034,1.0266937522065849,FSW
Y035_039,0.67886324556415,FSW
Y040_044,0.4562438398037938,FSW
Y045_049,0.25554104298168767,FSW
