iso3,area_id,indicator,lower,median,upper
ZAF,ZAF_1_EC,pse_count,1959.9816922977614,4097.169318376602,8246.018481986872
ZAF,ZAF_1_WC,pse_count,2178.6800769706933,5365.265482071902,11311.716556674719
ZAF,ZAF_1_GT,pse_count,8005.724200495085,14948.761322603328,29664.720125156487
ZAF,ZAF_1_KZN,pse_count,4000.2372462867424,8535.647260733078,17579.293543902964
ZAF,ZAF_1_FS,pse_count,1218.654750389586,2295.2826727808274,4365.815474944471
ZAF,ZAF_1_LIM,pse_count,1809.8306904362876,3756.19048727092,7304.930853787402
ZAF,ZAF_1_MP,pse_count,2022.4858173102386,3782.544382056989,7423.117161822843
ZAF,ZAF_1_NC,pse_count,393.40253657383323,786.5651485818199,1529.643569543322
ZAF,ZAF_1_NW,pse_count,1571.2274145440724,2970.858177767088,5936.586496958169
ZAF,ZAF_1_EC,kplhiv,500.7522104149502,1201.39720417149,3025.661667673098
ZAF,ZAF_1_WC,kplhiv,305.17391087719045,824.867040839241,2286.001894091236
ZAF,ZAF_1_GT,kplhiv,2851.5429790947014,5588.230073661325,12311.70421289262
ZAF,ZAF_1_KZN,kplhiv,1332.4986069880285,3158.9103123949353,7711.800801144859
ZAF,ZAF_1_FS,kplhiv,382.07558797728524,828.6526010884497,1803.4580714194838
ZAF,ZAF_1_LIM,kplhiv,593.4493723043676,1415.4018093294053,3171.3737915206593
ZAF,ZAF_1_MP,kplhiv,661.3880005624314,1506.0087277102925,3329.090404084706
ZAF,ZAF_1_NC,kplhiv,85.9476661224768,208.106143298456,511.7857300921249
ZAF,ZAF_1_NW,kplhiv,498.3693171335618,1069.6028033011257,2445.1353845581857
ZAF,ZAF_1_EC,kpart,225.7356366899196,599.7643832079643,1585.5206038413012
ZAF,ZAF_1_WC,kpart,117.03233450222109,366.9588214382984,1134.383890893926
ZAF,ZAF_1_GT,kpart,1218.732205519597,2767.3358956733096,6398.146908089624
ZAF,ZAF_1_KZN,kpart,767.6916824246588,1842.4922474687774,4659.076250696483
ZAF,ZAF_1_FS,kpart,200.5836847846279,474.2903157733183,1062.01399861131
ZAF,ZAF_1_LIM,kpart,264.05796009025045,663.3696284441826,1620.369891261245
ZAF,ZAF_1_MP,kpart,354.9315072458133,828.4079865015029,1975.0397919817729
ZAF,ZAF_1_NC,kpart,34.85289732757444,98.13488552462243,249.6298943355459
ZAF,ZAF_1_NW,kpart,224.6622901120853,535.8007550305821,1266.4566434688913
ZAF,ZAF_1_EC,pse,7.807144185119535e-4,0.0016156009481741356,0.0031987138040760494
ZAF,ZAF_1_WC,pse,6.183323006618777e-4,0.0015240024108898057,0.003223589628130215
ZAF,ZAF_1_GT,pse,9.070742697940492e-4,0.0016828690276249466,0.0033399497338728063
ZAF,ZAF_1_KZN,pse,8.081557758781663e-4,0.0016571135865501682,0.003384499789539613
ZAF,ZAF_1_FS,pse,9.100493041824931e-4,0.0016606318876519579,0.00315723374531106
ZAF,ZAF_1_LIM,pse,9.32345524992124e-4,0.0017294012704892074,0.0033113786018152966
ZAF,ZAF_1_MP,pse,8.908553586111653e-4,0.0016716496142698937,0.0032457560252589523
ZAF,ZAF_1_NC,pse,8.280169792750726e-4,0.0015986966551262637,0.0032017309414455715
ZAF,ZAF_1_NW,pse,8.771496956605434e-4,0.0016537456250469268,0.0032622417491482134
ZAF,ZAF_1_EC,prev,0.176042917498535,0.301651691063777,0.4793847865537713
ZAF,ZAF_1_WC,prev,0.08847905520523164,0.15776335093087052,0.2733375218828745
ZAF,ZAF_1_GT,prev,0.24623313672607883,0.37717511515492963,0.5363557215068429
ZAF,ZAF_1_KZN,prev,0.2227908480974587,0.37886237139685763,0.5706099495195335
ZAF,ZAF_1_FS,prev,0.22667886747681462,0.36258299253849924,0.5358199152711368
ZAF,ZAF_1_LIM,prev,0.22907055485867753,0.3819060746725476,0.5683937723893989
ZAF,ZAF_1_MP,prev,0.2419929088521067,0.3972469830462918,0.5847265647791361
ZAF,ZAF_1_NC,prev,0.14945840699837776,0.2684912841923739,0.42303512532151943
ZAF,ZAF_1_NW,prev,0.22597127788789995,0.36814042699158694,0.5420444911187949
ZAF,ZAF_1_EC,art_coverage,0.3318255753602615,0.49826975939636575,0.6583164700055608
ZAF,ZAF_1_WC,art_coverage,0.27750465683668113,0.4456881554031088,0.6127194679917565
ZAF,ZAF_1_GT,art_coverage,0.33394680365881363,0.5010221085313897,0.6567932897155712
ZAF,ZAF_1_KZN,art_coverage,0.4025588572332451,0.5930321230490039,0.7489274417343688
ZAF,ZAF_1_FS,art_coverage,0.3958893193062278,0.5756487053059884,0.7253661128224153
ZAF,ZAF_1_LIM,art_coverage,0.3144180644786171,0.4703668164634741,0.622695129420802
ZAF,ZAF_1_MP,art_coverage,0.3723924211017148,0.5639392700844595,0.7141222546826218
ZAF,ZAF_1_NC,art_coverage,0.3060567610142648,0.47249497698910214,0.6297366993846124
ZAF,ZAF_1_NW,art_coverage,0.3309197959595771,0.49821903194179107,0.6536577858165885
ZAF,ZAF_1_EC,pse_prop,0.0026367182690308216,0.0026367182690308216,0.0026367182690308216
ZAF,ZAF_1_WC,pse_prop,0.00266623200169996,0.00266623200169996,0.00266623200169996
ZAF,ZAF_1_GT,pse_prop,0.003118007833918877,0.003118007833918877,0.003118007833918877
ZAF,ZAF_1_KZN,pse_prop,0.0030945833563812853,0.0030945833563812853,0.0030945833563812853
ZAF,ZAF_1_FS,pse_prop,0.0030959943258922523,0.0030959943258922523,0.0030959943258922523
ZAF,ZAF_1_LIM,pse_prop,0.0027746741473015975,0.0027746741473015975,0.0027746741473015975
ZAF,ZAF_1_MP,pse_prop,0.002986410188176673,0.002986410188176673,0.002986410188176673
ZAF,ZAF_1_NC,pse_prop,0.0022307248333008007,0.0022307248333008007,0.0022307248333008007
ZAF,ZAF_1_NW,pse_prop,0.0026247214889947757,0.0026247214889947757,0.0026247214889947757
