region,iso3,area_id,kp,indicator,median,lower,upper
WCA,MLI,MLI_1_01et,FSW,pse_prop,0.0077058277357460216,0.0018611311901431625,0.034685775853132206
WCA,MLI,MLI_1_02fe,FSW,pse_prop,0.005721570346878002,0.001969133107966029,0.01573769940009471
WCA,MLI,MLI_1_03na,FSW,pse_prop,0.006763413967058089,0.002570378754845741,0.01716835194731141
WCA,MLI,MLI_1_04zf,FSW,pse_prop,0.005160242753824485,0.0015649432217524862,0.014460888174702504
WCA,MLI,MLI_1_05uv,FSW,pse_prop,0.00654623495710157,0.0025114880265824624,0.01682587602221958
WCA,MLI,MLI_1_06po,FSW,pse_prop,0.005065508057975244,0.0014802849377486733,0.015728216586452105
WCA,MLI,MLI_1_07kx,FSW,pse_prop,0.004453681629465356,0.0016864350395294333,0.012642502091011929
WCA,MLI,MLI_1_08ug,FSW,pse_prop,0.005021591145122045,0.0019073123680666546,0.013202169557042263
WCA,MLI,MLI_1_09px,FSW,pse_prop,0.005415253480202409,0.0021548891554739216,0.012634909822678552
WCA,MLI,MLI_1_10ks,FSW,pse_prop,0.004804867349427691,0.0010985405747041435,0.019272264416091818
WCA,MLI,MLI_1_11cv,FSW,pse_prop,0.005247462234224902,0.0017997978261614564,0.014284131235487005
WCA,MLI,MLI_1_01et,MSM,pse_prop,0.0074949605744804035,0.0019296714643667234,0.036443130624683864
WCA,MLI,MLI_1_02fe,MSM,pse_prop,0.004217896098065697,0.0016413892834662453,0.010368300878631276
WCA,MLI,MLI_1_03na,MSM,pse_prop,0.005060830821457389,0.0019962502108243846,0.011538959992174278
WCA,MLI,MLI_1_04zf,MSM,pse_prop,0.0037738480299034,0.0012213453189572213,0.009860382638814294
WCA,MLI,MLI_1_05uv,MSM,pse_prop,0.006192971650737314,0.0026564945335512133,0.014920257336386614
WCA,MLI,MLI_1_06po,MSM,pse_prop,0.003779919057384071,0.0012074183115747276,0.010485613739020006
WCA,MLI,MLI_1_07kx,MSM,pse_prop,0.0039718441522702845,0.0016426137276860878,0.010031060835921642
WCA,MLI,MLI_1_08ug,MSM,pse_prop,0.004806434482562182,0.002114985932874239,0.010757155376040453
WCA,MLI,MLI_1_09px,MSM,pse_prop,0.00475894134188436,0.002259983021466044,0.010104722451983622
WCA,MLI,MLI_1_10ks,MSM,pse_prop,0.003056165253983348,9.387197133878696e-4,0.009312163307369233
WCA,MLI,MLI_1_11cv,MSM,pse_prop,0.004086089219459243,0.0016851252025383483,0.010539642585482274
WCA,MLI,MLI_1_01et,PWID,pse_prop,0.005006850414716081,7.334010283827183e-4,0.05224847847985514
WCA,MLI,MLI_1_02fe,PWID,pse_prop,0.0024582082010028367,7.142026998301778e-4,0.00888030652306068
WCA,MLI,MLI_1_03na,PWID,pse_prop,0.0032078104795550386,0.0010850909545683295,0.011548799921603861
WCA,MLI,MLI_1_04zf,PWID,pse_prop,0.002126576012207724,5.34360330604115e-4,0.008042329046272143
WCA,MLI,MLI_1_05uv,PWID,pse_prop,0.004455679796809097,0.0013662305536959027,0.015932812580533313
WCA,MLI,MLI_1_06po,PWID,pse_prop,0.00211628856247266,5.010395522149807e-4,0.009221898892790906
WCA,MLI,MLI_1_07kx,PWID,pse_prop,0.0023426966050305517,6.790200816199484e-4,0.007734864003171463
WCA,MLI,MLI_1_08ug,PWID,pse_prop,0.00290295130434341,0.0010026096580710874,0.008943286018372095
WCA,MLI,MLI_1_09px,PWID,pse_prop,0.0031496780451628972,0.0012100933903847846,0.00875971061301928
WCA,MLI,MLI_1_10ks,PWID,pse_prop,0.0014934984407224908,3.2937239271780015e-4,0.006215465802133131
WCA,MLI,MLI_1_11cv,PWID,pse_prop,0.002391006872839196,7.008080352863622e-4,0.007685978235625565
WCA,MLI,MLI_1_01et,TGW,pse_prop,9.228348636508338e-4,5.753827420879581e-5,0.015687425646836138
WCA,MLI,MLI_1_02fe,TGW,pse_prop,5.343776670760319e-4,8.944862248381382e-5,0.00331271993354857
WCA,MLI,MLI_1_03na,TGW,pse_prop,7.790302577943042e-4,1.2065282330104883e-4,0.004787104549682344
WCA,MLI,MLI_1_04zf,TGW,pse_prop,4.771380198305845e-4,6.251150651837593e-5,0.002854445268098538
WCA,MLI,MLI_1_05uv,TGW,pse_prop,7.560752215219825e-4,1.1009611071776628e-4,0.004831251396918877
WCA,MLI,MLI_1_06po,TGW,pse_prop,4.5607072211858497e-4,5.9204303511505e-5,0.003033367028743469
WCA,MLI,MLI_1_07kx,TGW,pse_prop,5.382979539600198e-4,9.345140867466167e-5,0.0036470536882495797
WCA,MLI,MLI_1_08ug,TGW,pse_prop,6.018151273527914e-4,1.1282816662591608e-4,0.0035997711650827104
WCA,MLI,MLI_1_09px,TGW,pse_prop,6.338270070639987e-4,1.2928004952587763e-4,0.003581454184752475
WCA,MLI,MLI_1_10ks,TGW,pse_prop,4.4985407776813597e-4,4.9787512332434055e-5,0.004003046592104041
WCA,MLI,MLI_1_11cv,TGW,pse_prop,5.385044394310063e-4,8.608502538845054e-5,0.0035396863638976466
