iso3,area_id,kp,median,lower,upper,indicator
CAF,CAF_1_01,FSW,0.14130088487087172,0.07920955422797943,0.224144527886282,prevalence
CAF,CAF_1_02,FSW,0.14314314892877444,0.0784695493807443,0.242069912150212,prevalence
CAF,CAF_1_03,FSW,0.13302117931690585,0.07436027218469102,0.22402374875828113,prevalence
CAF,CAF_1_04,FSW,0.12070960665930708,0.06563517468102356,0.2075967349910404,prevalence
CAF,CAF_1_05,FSW,0.13196950649595598,0.06635900213614782,0.22697237033066617,prevalence
CAF,CAF_1_06,FSW,0.1132712428640922,0.05928090025646685,0.2003998585802902,prevalence
CAF,CAF_1_07,FSW,0.1344778600849738,0.06927126121015922,0.2462816902667964,prevalence
CAF,CAF_1_01,PWID,0.05149748975882335,0.01813035313297322,0.14557743422160668,prevalence
CAF,CAF_1_02,PWID,0.05271447349126063,0.01870948859725236,0.14660791920849278,prevalence
CAF,CAF_1_03,PWID,0.04807166922021178,0.01915945550224948,0.1256233065832014,prevalence
CAF,CAF_1_04,PWID,0.04678486487881767,0.01732377606765424,0.12301080611003833,prevalence
CAF,CAF_1_05,PWID,0.05084545355525623,0.017760874272154,0.14572724181597957,prevalence
CAF,CAF_1_06,PWID,0.04701586105004368,0.01637800771937605,0.12466172399358552,prevalence
CAF,CAF_1_07,PWID,0.05455517265038596,0.01503433831906433,0.2059248492179461,prevalence
CAF,CAF_1_01,MSM,0.2437633112339728,0.11717217648170627,0.44302446415642527,prevalence
CAF,CAF_1_02,MSM,0.22498149148568417,0.10236155238442105,0.4086957950614448,prevalence
CAF,CAF_1_03,MSM,0.1922337676450963,0.08752625054110552,0.38401155756231936,prevalence
CAF,CAF_1_04,MSM,0.1859047837293377,0.0775631169395869,0.37229482841467954,prevalence
CAF,CAF_1_05,MSM,0.20282288410011165,0.07495917065634973,0.4107453702766908,prevalence
CAF,CAF_1_06,MSM,0.1716040799614998,0.0708493986814281,0.34900106524054547,prevalence
CAF,CAF_1_07,MSM,0.4320236506081578,0.22752049102076735,0.6539673412608857,prevalence
CAF,CAF_1_01,TGW,0.2710400239252497,0.1267769464778815,0.4813745564737104,prevalence
CAF,CAF_1_02,TGW,0.25037425902622695,0.11261243224001924,0.4651449430293184,prevalence
CAF,CAF_1_03,TGW,0.22696143165255983,0.10261713169281428,0.42561950461107306,prevalence
CAF,CAF_1_04,TGW,0.219640967790232,0.09473591802020168,0.4215681140041704,prevalence
CAF,CAF_1_05,TGW,0.22899563493678163,0.0817145176132886,0.462827738513667,prevalence
CAF,CAF_1_06,TGW,0.20342428795912423,0.08674664513623898,0.4033571652416564,prevalence
CAF,CAF_1_07,TGW,0.4511042959423402,0.21366130386998455,0.6942975602867504,prevalence
CAF,CAF_1_01,FSW,0.01563824909955248,0.006672111020313,0.03665638990902573,pse_prop
CAF,CAF_1_02,FSW,0.02048815272838214,0.00909243664317609,0.04859434998539483,pse_prop
CAF,CAF_1_03,FSW,0.01790446324492221,0.0075373435744471,0.04254845860350767,pse_prop
CAF,CAF_1_04,FSW,0.01688419132040779,0.00724755703724082,0.04123697954227542,pse_prop
CAF,CAF_1_05,FSW,0.01601217461635138,0.00573458516085942,0.04299668254992435,pse_prop
CAF,CAF_1_06,FSW,0.01805656641679373,0.00742057354188987,0.04444434549240153,pse_prop
CAF,CAF_1_07,FSW,0.01993354216162651,0.00560027435003235,0.06748611725262921,pse_prop
CAF,CAF_1_01,MSM,0.00713245792649296,0.00308579568765781,0.0157117946943776,pse_prop
CAF,CAF_1_02,MSM,0.00697053050673355,0.0031204657070736,0.01465636448483358,pse_prop
CAF,CAF_1_03,MSM,0.00681848915233373,0.00281930310154278,0.01588502382217768,pse_prop
CAF,CAF_1_04,MSM,0.00708652127146452,0.00308155455713137,0.01547608578824108,pse_prop
CAF,CAF_1_05,MSM,0.0065513114303566,0.00260455051327156,0.01541346886066578,pse_prop
CAF,CAF_1_06,MSM,0.00725812284767842,0.00288306871785764,0.01763705022068296,pse_prop
CAF,CAF_1_07,MSM,0.00869003639094656,0.00270370031845439,0.03216499453700803,pse_prop
CAF,CAF_1_01,PWID,0.00283037066144402,9.134051831288684e-4,0.01017538981305509,pse_prop
CAF,CAF_1_02,PWID,0.00256414672936121,7.34974927355211e-4,0.00861562183334721,pse_prop
CAF,CAF_1_03,PWID,0.00271028289249904,9.40331019772086e-4,0.0085719208735537,pse_prop
CAF,CAF_1_04,PWID,0.0028250238077528,9.266201636384071e-4,0.01009110717583369,pse_prop
CAF,CAF_1_05,PWID,0.00259830657123405,7.612528224436663e-4,0.00958666537899877,pse_prop
CAF,CAF_1_06,PWID,0.00291777877349817,8.963796894685459e-4,0.00909249127327564,pse_prop
CAF,CAF_1_07,PWID,0.00365940881771634,5.609537544152803e-4,0.02205319081944952,pse_prop
CAF,CAF_1_01,TGW,0.00103239991933678,2.145930693234127e-4,0.00522076644278535,pse_prop
CAF,CAF_1_02,TGW,9.418977794473647e-4,1.79551016583141e-4,0.00474823158049487,pse_prop
CAF,CAF_1_03,TGW,9.300672569302867e-4,1.801340656667916e-4,0.00389885020508427,pse_prop
CAF,CAF_1_04,TGW,9.657930255681502e-4,2.0462858845162547e-4,0.00418723203725217,pse_prop
CAF,CAF_1_05,TGW,8.203678327148478e-4,1.5388523815736008e-4,0.00455950541849067,pse_prop
CAF,CAF_1_06,TGW,9.429222465184308e-4,2.079523367821542e-4,0.00464782752532879,pse_prop
CAF,CAF_1_07,TGW,0.00121752361476832,1.4269011332511983e-4,0.01297825058021313,pse_prop
