iso3,area_id,kp,median,lower,upper
TCD,TCD_1_1em,FSW,0.10384488513233733,0.04691490435373582,0.21807530066033137
TCD,TCD_1_2hz,FSW,0.10304929750256038,0.05064735819925008,0.194087557792018
TCD,TCD_1_3wa,FSW,0.09692455353092425,0.04212506303204324,0.2010681658201115
TCD,TCD_1_4uz,FSW,0.10321971502990861,0.05273275890860079,0.19842306553423986
TCD,TCD_1_5rl,FSW,0.10048024375046963,0.037677764863663366,0.2524749906915766
TCD,TCD_1_6cx,FSW,0.1134068537419118,0.0480015637299645,0.24340369471204262
TCD,TCD_1_7ok,FSW,0.09828746101727197,0.0491821027126121,0.18232232349164734
TCD,TCD_1_8sg,FSW,0.115502359018766,0.06067745796011191,0.21237495136418788
TCD,TCD_1_9tm,FSW,0.10043887423349579,0.047369228547410304,0.20080877172989478
TCD,TCD_1_10gf,FSW,0.1356667594688934,0.06788624574661753,0.24330390926252718
TCD,TCD_1_11sx,FSW,0.10526749179396487,0.05050494449881729,0.2018831947647092
TCD,TCD_1_12ux,FSW,0.10060148666007984,0.048317530727932885,0.19319887732990507
TCD,TCD_1_13rv,FSW,0.10452685626765278,0.048467809547565105,0.19796618156316115
TCD,TCD_1_14sb,FSW,0.10122101827329874,0.048969413322380424,0.19913855252577256
TCD,TCD_1_15ik,FSW,0.09908117997808809,0.04871939685567268,0.18609958115112862
TCD,TCD_1_16mk,FSW,0.11081382170808016,0.056309970603324454,0.1893272745360692
TCD,TCD_1_17ga,FSW,0.12422364679352818,0.0592593778562639,0.24729266975502
TCD,TCD_1_18mi,FSW,0.11599294190648546,0.04914694074427919,0.2293835328248964
TCD,TCD_1_19ja,FSW,0.09422572090478944,0.043361056202062986,0.1805431877405964
TCD,TCD_1_20qh,FSW,0.09604850359720407,0.044258202932688485,0.17941019190188118
TCD,TCD_1_21fs,FSW,0.10408088486981716,0.05206996902278036,0.19349331843389206
TCD,TCD_1_22jo,FSW,0.10780317441987802,0.05080793605533448,0.21982709604852935
TCD,TCD_1_23sf,FSW,0.09851773546763797,0.043515431312279224,0.2058187743738823
TCD,TCD_1_1em,PWID,0.040021753720446515,0.014334793377873765,0.11181529835112308
TCD,TCD_1_2hz,PWID,0.03825264984017414,0.012921082445204362,0.10179689264884882
