iso3,area_id,kp,median,lower,upper
CMR,CMR_1_1,FSW,0.1864206558668287,0.10834605262018011,0.30527251498715813
CMR,CMR_1_2,FSW,0.18466545492648814,0.10592826762948603,0.3060996934474419
CMR,CMR_1_3,FSW,0.18874198421764615,0.11030585737438778,0.30480858509579095
CMR,CMR_1_4,FSW,0.1434849875424085,0.07725464221293628,0.2574823588048544
CMR,CMR_1_5,FSW,0.19522491548805393,0.10793020245801709,0.326454254343309
CMR,CMR_1_6,FSW,0.15210979015770607,0.08420624905084718,0.26301329933174916
CMR,CMR_1_7,FSW,0.20912894408348331,0.12359861050159043,0.34206220321302494
CMR,CMR_1_8,FSW,0.182802874150866,0.10611136094254929,0.3064072172892872
CMR,CMR_1_9,FSW,0.17701211472292028,0.10349207580357343,0.289879666743089
CMR,CMR_1_10,FSW,0.18918176041295606,0.11034944062193616,0.318219015153647
CMR,CMR_1_1,PWID,0.04939045045961325,0.019429964331084154,0.1307050765331518
CMR,CMR_1_2,PWID,0.04896273692426724,0.017963640300723345,0.1330278490894501
CMR,CMR_1_3,PWID,0.053691097623224625,0.01902923935842024,0.16051825210356127
CMR,CMR_1_4,PWID,0.044939238905060935,0.017240028069666583,0.11282055635943913
CMR,CMR_1_5,PWID,0.047965715497454646,0.01745945250562498,0.13595455414999094
CMR,CMR_1_6,PWID,0.046713271680767936,0.01806057498814188,0.12339554069948212
CMR,CMR_1_7,PWID,0.04848731263557215,0.017702828698298714,0.13358434211889209
CMR,CMR_1_8,PWID,0.04623748654495471,0.018246683167713586,0.12486829635220476
CMR,CMR_1_9,PWID,0.051236149253771665,0.018856953425435433,0.14193002077114844
CMR,CMR_1_10,PWID,0.04931141826704307,0.018867415815532217,0.12690064453223965
CMR,CMR_1_1,MSM,0.18823933381465016,0.10053920218960873,0.3341921981943004
CMR,CMR_1_2,MSM,0.32213248458499255,0.20097466909275286,0.4842822170544643
CMR,CMR_1_3,MSM,0.19743711412454473,0.10305351887006985,0.342997059393622
CMR,CMR_1_4,MSM,0.13374387336597454,0.05299339345911266,0.28736745534237007
CMR,CMR_1_5,MSM,0.21738222602076704,0.12613909083418104,0.36022558331745314
CMR,CMR_1_6,MSM,0.14799260920322618,0.06873634172860471,0.31419821550531946
CMR,CMR_1_7,MSM,0.12413958973718091,0.05732331820395769,0.2438783655406427
CMR,CMR_1_8,MSM,0.18460583093869976,0.0885973984865241,0.3570531512924856
CMR,CMR_1_9,MSM,0.17984923490945154,0.09671920108421009,0.30803672895706563
CMR,CMR_1_10,MSM,0.15394664683173784,0.07263419660377518,0.30696244343564477
CMR,CMR_1_1,TGW,0.21380824271448504,0.11097338578977482,0.3777735957711836
CMR,CMR_1_2,TGW,0.3654769067893757,0.22038644818272343,0.5425442360177744
CMR,CMR_1_3,TGW,0.21979520072960385,0.11116423084050381,0.4053610085164375
CMR,CMR_1_4,TGW,0.16848403646248208,0.06242226571784446,0.349893716783784
CMR,CMR_1_5,TGW,0.2635277292978154,0.14532291154480295,0.43089056545894255
CMR,CMR_1_6,TGW,0.18350357247908916,0.08227880574001925,0.3764670941004192
CMR,CMR_1_7,TGW,0.14925281670988907,0.06734444204651165,0.2982814890072132
CMR,CMR_1_8,TGW,0.2175596989569369,0.10498535033538918,0.41600933501249
CMR,CMR_1_9,TGW,0.2102142798078949,0.10854360464213747,0.3684044051360941
CMR,CMR_1_10,TGW,0.1874442691943535,0.08688281856969227,0.36217097498103146
