region,iso3,area_id,kp,indicator,median,lower,upper
WCA,CMR,CMR_1_1,FSW,pse_prop,0.014827438898941663,0.006314760726280405,0.0323118904199561
WCA,CMR,CMR_1_10,FSW,pse_prop,0.017392069627650775,0.008378334620069183,0.03754937421449982
WCA,CMR,CMR_1_2,FSW,pse_prop,0.015875230517564235,0.007203371545288213,0.03487490136255052
WCA,CMR,CMR_1_3,FSW,pse_prop,0.014589527079384438,0.005694093765947609,0.03619762842472771
WCA,CMR,CMR_1_4,FSW,pse_prop,0.0151442702088442,0.0068673979484838036,0.03474778860667197
WCA,CMR,CMR_1_5,FSW,pse_prop,0.016148092788181953,0.007548512515148292,0.03757755852172994
WCA,CMR,CMR_1_6,FSW,pse_prop,0.016849174746301203,0.007614547541131824,0.03857492285190898
WCA,CMR,CMR_1_7,FSW,pse_prop,0.0183083604263577,0.008570896337426923,0.04000360879960391
WCA,CMR,CMR_1_8,FSW,pse_prop,0.018223844932088062,0.008705926006965523,0.04148783855818555
WCA,CMR,CMR_1_9,FSW,pse_prop,0.012145511602888346,0.004361861722027316,0.030993286716074573
WCA,CMR,CMR_1_1,MSM,pse_prop,0.006668143720043903,0.0029913223884935405,0.01543066029695586
WCA,CMR,CMR_1_10,MSM,pse_prop,0.008403834034030465,0.003909360642514451,0.01888969153128553
WCA,CMR,CMR_1_2,MSM,pse_prop,0.00856299355418844,0.003971400085741689,0.01998453251621388
WCA,CMR,CMR_1_3,MSM,pse_prop,0.006536158303708512,0.002599777448489964,0.017243914411016446
WCA,CMR,CMR_1_4,MSM,pse_prop,0.007633086252581163,0.003690065517716221,0.01851636620788625
WCA,CMR,CMR_1_5,MSM,pse_prop,0.009171737420616412,0.003873100040855188,0.022009373557820174
WCA,CMR,CMR_1_6,MSM,pse_prop,0.0072969486067983435,0.0034456468457982324,0.01736808110446864
WCA,CMR,CMR_1_7,MSM,pse_prop,0.008847898267668599,0.0042055315227987975,0.02136400977994704
WCA,CMR,CMR_1_8,MSM,pse_prop,0.008959596724411273,0.004043819133467068,0.022027409728420384
WCA,CMR,CMR_1_9,MSM,pse_prop,0.006208939592898635,0.002390763914995773,0.016683975007444306
WCA,CMR,CMR_1_1,PWID,pse_prop,0.002227897972596686,6.846762934592787e-4,0.0065355109292598796
WCA,CMR,CMR_1_10,PWID,pse_prop,0.002936051718987455,0.001011551801024382,0.008599402458520975
WCA,CMR,CMR_1_2,PWID,pse_prop,0.002389975175834595,6.712202164485058e-4,0.006779901631597106
WCA,CMR,CMR_1_3,PWID,pse_prop,0.002127478959207903,5.721013754492064e-4,0.00723489396960345
WCA,CMR,CMR_1_4,PWID,pse_prop,0.0026536840894578347,8.473628665142382e-4,0.007807426335722133
WCA,CMR,CMR_1_5,PWID,pse_prop,0.002580759032978737,7.142844531968964e-4,0.007856693116669979
WCA,CMR,CMR_1_6,PWID,pse_prop,0.002783821109280905,8.520803872645905e-4,0.008066596494492985
WCA,CMR,CMR_1_7,PWID,pse_prop,0.0026239949969713624,7.966950375654569e-4,0.007852213019888449
WCA,CMR,CMR_1_8,PWID,pse_prop,0.0028069706016803407,8.734409535836134e-4,0.008892142741240944
WCA,CMR,CMR_1_9,PWID,pse_prop,0.0018803939928697005,4.483302780570025e-4,0.005809825779554549
WCA,CMR,CMR_1_1,TGW,pse_prop,8.072095076268246e-4,1.407182632321325e-4,0.003861353928415154
WCA,CMR,CMR_1_10,TGW,pse_prop,0.0010755360021514906,1.977531967279731e-4,0.005152318564799376
WCA,CMR,CMR_1_2,TGW,pse_prop,0.0010967456923835078,1.9228679735030209e-4,0.005800540450225137
WCA,CMR,CMR_1_3,TGW,pse_prop,7.411442241535523e-4,1.1850068968054848e-4,0.004451983729041353
WCA,CMR,CMR_1_4,TGW,pse_prop,0.0010436018633038905,1.9517958918419584e-4,0.005485174812062397
WCA,CMR,CMR_1_5,TGW,pse_prop,0.0011621327707357536,1.9198268954014603e-4,0.006987469607523985
WCA,CMR,CMR_1_6,TGW,pse_prop,9.472404876173676e-4,1.555955433189694e-4,0.004876500982100097
WCA,CMR,CMR_1_7,TGW,pse_prop,0.0010410677340574248,1.6214792325873633e-4,0.005194877249572401
WCA,CMR,CMR_1_8,TGW,pse_prop,0.0010468312343356444,1.8540450558717888e-4,0.005614080852579349
WCA,CMR,CMR_1_9,TGW,pse_prop,7.293551937889364e-4,1.1876552345987923e-4,0.004194679287504569
