iso3,area_id,kp,median,lower,upper
NER,NER_1_1jt,FSW,0.1194636438955317,0.06158579667169557,0.22184551334621025
NER,NER_1_2rd,FSW,0.12500633579656859,0.06368730887901049,0.23728478229003183
NER,NER_1_3vx,FSW,0.09516636285260587,0.04299555716345423,0.18373213568047037
NER,NER_1_4dm,FSW,0.10657954197494282,0.05107151632407714,0.19724655963050985
NER,NER_1_5jt,FSW,0.12081893746425772,0.03778687420531105,0.2937928529038312
NER,NER_1_6fi,FSW,0.09770269104881418,0.046457963724993515,0.1870578593008754
NER,NER_1_7ms,FSW,0.08480108582063772,0.04219228664327334,0.1567823928046902
NER,NER_1_8sv,FSW,0.11027217879368892,0.05559689693869375,0.20919071990006466
NER,NER_1_1jt,PWID,0.03873920188119376,0.015892092919055738,0.08803811753828393
NER,NER_1_2rd,PWID,0.04054842727416355,0.017321200041699607,0.09017303644105233
NER,NER_1_3vx,PWID,0.032479448900820676,0.011537249624166942,0.08764246739465545
NER,NER_1_4dm,PWID,0.03356483912972378,0.012281888388469333,0.08301439413845155
NER,NER_1_5jt,PWID,0.03991330854989274,0.010905704632878443,0.12497553404958892
NER,NER_1_6fi,PWID,0.03266546935275587,0.012333810031541763,0.08046094188996833
NER,NER_1_7ms,PWID,0.031149901954365337,0.010686767476933916,0.08482281954812386
NER,NER_1_8sv,PWID,0.034714376127710056,0.013444880668660043,0.08624640992582193
NER,NER_1_1jt,MSM,0.07169269342022767,0.027709820782427015,0.17944885163517926
NER,NER_1_2rd,MSM,0.08229608083422967,0.03190583568445027,0.19986110199929802
NER,NER_1_3vx,MSM,0.05005188546314266,0.015092939402619973,0.139275044730886
NER,NER_1_4dm,MSM,0.05736070412588151,0.02123638574720829,0.15101286615730997
NER,NER_1_5jt,MSM,0.07271002854042649,0.011946260371200093,0.30282701827037406
NER,NER_1_6fi,MSM,0.04948287149227011,0.019283390165070573,0.12708743295076333
NER,NER_1_7ms,MSM,0.039338903368537105,0.015955273490881303,0.1035801091474697
NER,NER_1_8sv,MSM,0.05912548328465961,0.023256815481014076,0.14863616018635775
NER,NER_1_1jt,TGW,0.09553344048037436,0.03559760281067662,0.24155727500174184
NER,NER_1_2rd,TGW,0.10750379906285279,0.04007203144904285,0.2564735603545981
NER,NER_1_3vx,TGW,0.07455554247948237,0.01971320336559327,0.21299510536771404
NER,NER_1_4dm,TGW,0.08207046024248744,0.027744531578224443,0.23112297556144124
NER,NER_1_5jt,TGW,0.0905813301647595,0.015073607670306972,0.3677230889441343
NER,NER_1_6fi,TGW,0.07347293618481464,0.02519014585611465,0.20330759606728668
NER,NER_1_7ms,TGW,0.06184958408750837,0.018646436124667237,0.1759370099010554
NER,NER_1_8sv,TGW,0.08524862405980245,0.03100566415462543,0.22243105085801027
