yob,ISO_A3,sex,lambda,skew,shape
1950,MWI,male,0.055868027009223165,0.9820173659130721,8.956453851196638
1951,MWI,male,0.05597598907231317,0.9820173659130721,8.956453851196638
1952,MWI,male,0.05616874372166063,0.9820173659130721,8.956453851196638
1953,MWI,male,0.05618633882011126,0.9820173659130721,8.956453851196638
1954,MWI,male,0.0563790607253533,0.9820173659130721,8.956453851196638
1955,MWI,male,0.0564346272103189,0.9820173659130721,8.956453851196638
1956,MWI,male,0.056742786583441396,0.9820173659130721,8.956453851196638
1957,MWI,male,0.05664571982719559,0.9820173659130721,8.956453851196638
1958,MWI,male,0.056905568236202214,0.9820173659130721,8.956453851196638
1959,MWI,male,0.05684723157064596,0.9820173659130721,8.956453851196638
1960,MWI,male,0.056901276050418746,0.9820173659130721,8.956453851196638
1961,MWI,male,0.057046026964518395,0.9820173659130721,8.956453851196638
1962,MWI,male,0.057053479034343206,0.9820173659130721,8.956453851196638
1963,MWI,male,0.05719624486409693,0.9820173659130721,8.956453851196638
1964,MWI,male,0.05744900724688893,0.9820173659130721,8.956453851196638
1965,MWI,male,0.057284145945874915,0.9820173659130721,8.956453851196638
1966,MWI,male,0.05727901199438173,0.9820173659130721,8.956453851196638
1967,MWI,male,0.0573799127315978,0.9820173659130721,8.956453851196638
1968,MWI,male,0.05739603582142488,0.9820173659130721,8.956453851196638
1969,MWI,male,0.0571721415576716,0.9820173659130721,8.956453851196638
1970,MWI,male,0.057390528735443896,0.9820173659130721,8.956453851196638
1971,MWI,male,0.05685557109313566,0.9820173659130721,8.956453851196638
1972,MWI,male,0.057133615615639725,0.9820173659130721,8.956453851196638
1973,MWI,male,0.05688668365491288,0.9820173659130721,8.956453851196638
1974,MWI,male,0.056706639846023574,0.9820173659130721,8.956453851196638
1975,MWI,male,0.05669270915367164,0.9820173659130721,8.956453851196638
1976,MWI,male,0.05651586179922507,0.9820173659130721,8.956453851196638
1977,MWI,male,0.056332004981771266,0.9820173659130721,8.956453851196638
1978,MWI,male,0.05628662021878275,0.9820173659130721,8.956453851196638
1979,MWI,male,0.0561621506639005,0.9820173659130721,8.956453851196638
1980,MWI,male,0.05619102747898199,0.9820173659130721,8.956453851196638
1981,MWI,male,0.05578437190332448,0.9820173659130721,8.956453851196638
1982,MWI,male,0.0558146102681752,0.9820173659130721,8.956453851196638
1983,MWI,male,0.05566795688419929,0.9820173659130721,8.956453851196638
1984,MWI,male,0.05571279511708778,0.9820173659130721,8.956453851196638
1985,MWI,male,0.055606105105951,0.9820173659130721,8.956453851196638
1986,MWI,male,0.05546144027926065,0.9820173659130721,8.956453851196638
1987,MWI,male,0.0552706850704223,0.9820173659130721,8.956453851196638
1988,MWI,male,0.055161257517367265,0.9820173659130721,8.956453851196638
1989,MWI,male,0.055325054892245956,0.9820173659130721,8.956453851196638
1990,MWI,male,0.055205022836574136,0.9820173659130721,8.956453851196638
