iso3,sex,lor_15to29,lor_30to49,srb_group
TGO,female,-0.7832882057147588,0.35356686225758105,nosex12m_id
TGO,female,0.15336644348891137,-0.31315567170563124,sexcohab_id
TGO,female,0.22628788674861158,0.49270452526793923,sexnonreg_id
TGO,female,NA,NA,sexpaid12m_id
TGO,male,-2.164348173037287,0.3097592688225904,nosex12m_id
TGO,male,0.9340546289594052,-0.1483477831335267,sexcohab_id
TGO,male,-0.007797407946853275,0.2539389581437295,sexnonreg_id
TGO,male,-18.000836661153343,-19.011954984108776,sexpaid12m_id
